from_txn_id,to_txn_id,time_delta_hours,amount_ratio,channel_change
3447234,3447469,1.2475,1.3865,False
3447235,3447313,0.3772,4.4316,False
3447236,3447974,3.9925,0.5676,False
3447237,3447758,2.8261,1.1528,False
3447238,3447888,3.4622,0.7093,False
3447239,3447254,0.0694,1.512,False
3447240,3447262,0.0981,0.2795,False
3447241,3448127,4.9136,2.626,False
3447242,3447574,1.7172,0.6317,False
3447243,3447956,3.8183,2.4985,False
3447244,3450990,30.6175,1.4314,False
3447245,3447979,3.9786,2.2898,False
3447246,3473730,239.0703,2.2045,False
3447247,3447671,2.3689,2.2581,False
3447248,3447259,0.0583,0.9616,False
3447249,3447317,0.3067,0.495,False
3447250,3447305,0.27,2.0338,False
3447251,3447308,0.2714,0.4229,True
3447252,3455707,75.0736,1.3448,False
3447253,3447522,1.4047,0.6021,False
3447254,3447255,0.0019,1.811,False
3447255,3447316,0.2742,1.093,False
3447256,3447297,0.1775,0.1595,False
3447257,3447484,1.1972,2.0994,True
3447258,3450458,26.9689,0.8329,False
3447259,3447291,0.1444,0.9995,False
3447260,3447453,1.0519,0.9998,False
3447262,3447315,0.2356,1.0008,False
3447263,3447271,0.0256,2.5631,True
3447264,3448741,15.485,6.0549,True
3447265,3451345,39.8975,2.3385,True
3447266,3447314,0.2278,4.1576,False
3447267,3448930,17.9031,0.3854,True
3447268,3452215,46.2547,0.5573,False
3447269,3447281,0.0467,0.9385,False
3447270,3468059,189.0836,0.6681,False
3447271,3447280,0.0381,0.3897,True
3447272,3447772,2.7361,0.9074,False
3447273,3449004,18.4144,0.2122,False
3447274,3447678,2.2794,7.7739,False
3447275,3448124,4.7422,1.1805,False
3447276,3586669,1196.7222,1.333,False
3447277,3454658,69.1242,0.767,False
3447278,3447298,0.0964,0.2281,False
3447279,3447405,0.7167,1.4703,False
3447280,3447324,0.2153,2.5651,True
3447281,3447519,1.2947,1.6847,False
3447282,3482726,317.5019,1.1989,False
3447283,3448470,7.1711,2.9972,False
3447284,3447680,2.2472,2.1903,False
3447285,3455582,74.2869,1.0008,False
3447286,3447725,2.4353,0.5457,False
3447287,3447310,0.1239,1.0007,False
3447288,3450808,28.9997,4.6882,False
3447289,3447865,3.1161,1.8267,False
3447290,3447571,1.4844,0.8059,False
3447291,3447732,2.4108,0.1053,False
3447292,3447589,1.6025,0.074,False
3447293,3447295,0.0067,0.6108,False
3447294,3450908,29.7033,1.7368,False
3447295,3447347,0.25,6.5134,False
3447296,3497270,451.3375,2.6776,False
3447297,3447356,0.2781,1.6079,False
3447298,3447482,0.9978,2.1238,False
3447299,3448388,6.4019,1.5582,False
3447300,3447397,0.5844,0.6703,False
3447301,3456276,78.2303,3.5211,False
3447302,3535895,760.5261,0.4448,False
3447303,3447833,2.87,0.3217,False
3447304,3447475,0.9253,2.5166,False
3447305,3447392,0.4906,1.5085,False
3447306,3465792,167.6039,7.1291,False
3447307,3455793,75.2039,5.7996,False
3447308,3447353,0.2047,3.487,True
3447309,3493437,413.0775,1.3308,False
3447310,3447429,0.6981,7.6521,False
3447311,3447685,2.1531,0.3808,False
3447312,3448332,5.9,1.4942,False
3447313,3447330,0.09,0.225,False
3447314,3447415,0.5917,2.4554,False
3447315,3447396,0.5108,0.5239,False
3447316,3447332,0.0883,1.4619,False
3447317,3447610,1.6175,3.0211,False
3447318,3447864,2.9656,0.5442,False
3447319,3447343,0.1103,0.1669,False
3447320,3447360,0.1933,0.2831,False
3447321,3447401,0.5097,0.1966,False
3447322,3447331,0.0606,0.305,False
3447323,3448508,7.3575,1.3204,False
3447324,3447329,0.02,0.5001,False
3447325,3455196,71.9367,4.2753,True
3447326,3539191,787.8369,1.2711,False
3447327,3453268,51.7828,5.4093,False
3447328,3447454,0.7542,1.1854,False
3447329,3447333,0.0364,1.9995,False
3447330,3447390,0.3719,2.8548,False
3447331,3447516,1.0306,4.0596,False
3447332,3447355,0.0944,0.6847,False
3447333,3447422,0.52,0.1631,True
3447334,3447736,2.2481,2.0952,False
3447335,3447447,0.6667,0.5229,False
3447336,3459689,114.9822,1.2167,False
3447337,3448919,17.3911,3.9964,False
3447338,3447379,0.2761,0.2396,False
3447339,3450188,25.105,10.7186,False
3447340,3447857,2.8217,1.0655,False
3447341,3447417,0.4767,0.9783,False
3447342,3458569,99.6542,0.1843,False
3447343,3447344,0.0042,2.6782,False
3447344,3447436,0.5806,2.1926,False
3447346,3447374,0.2094,3.9026,False
3447347,3447388,0.29,0.3548,False
3447349,3447514,0.9375,1.0159,False
3447350,3447438,0.5458,1.338,False
3447351,3447442,0.5697,1.3128,False
3447352,3447754,2.2675,1.1149,False
3447353,3447377,0.1883,9.1885,True
3447354,3476093,260.7175,0.2398,False
3447355,3447359,0.0194,0.2648,False
3447356,3447423,0.4456,2.0205,False
3447357,3448113,4.3139,4.532,False
3447358,3447621,1.4917,0.7657,False
3447359,3447368,0.1011,0.8683,False
3447360,3447695,1.9581,2.9067,False
3447361,3464596,158.0967,1.0006,False
3447362,3451406,40.4464,1.2317,False
3447363,3449969,23.7217,0.1457,True
3447364,3447383,0.1619,1.3443,False
3447365,3447378,0.1086,0.1102,False
3447366,3513483,572.9744,2.7402,False
3447367,3447580,1.1114,1.3022,False
3447368,3447372,0.0322,2.191,False
3447369,3448257,5.0544,3.3796,False
3447370,3468562,191.4775,1.5622,False
3447371,3447784,2.2781,2.259,True
3447372,3447376,0.0194,0.8324,False
3447373,3447874,2.6769,10.5184,False
3447374,3448317,5.3856,0.1969,False
3447375,3449051,18.16,0.5501,False
3447376,3447381,0.0486,0.998,False
3447377,3447566,0.9892,0.1211,True
3447378,3447461,0.4669,1.5291,True
3447379,3447382,0.0275,1.3345,False
3447380,3448008,3.4122,0.3334,False
3447381,3447394,0.0661,2.3877,False
3447382,3448089,3.9139,2.9948,False
3447383,3447551,0.8497,1.3289,False
3447384,3462569,139.68,1.864,False
3447385,3448736,14.5625,7.766,False
3447386,3449972,23.5464,2.8576,True
3447387,3462696,140.3297,0.2547,False
3447388,3447398,0.0728,4.1319,False
3447389,3449184,18.9275,1.0764,False
3447390,3447411,0.1031,0.5972,False
3447391,3447470,0.4042,0.3765,False
3447392,3447912,2.7867,0.9899,False
3447393,3470758,212.6444,6.8126,False
3447394,3447480,0.4322,1.2055,False
3447395,3447466,0.3642,1.0204,False
3447396,3447443,0.2389,1.9078,False
3447397,3447456,0.3003,3.5593,False
3447398,3447597,1.0328,0.2417,False
3447399,3447856,2.4078,4.2761,False
3447400,3448204,4.5336,1.4858,False
3447401,3447404,0.0092,0.7113,True
3447402,3447594,1.0047,1.4615,False
3447403,3447439,0.1811,0.5682,False
3447404,3447414,0.0472,0.9991,False
3447405,3447437,0.1714,0.9919,False
3447406,3562747,979.7442,1.1051,False
3447407,3456732,88.2797,0.441,False
3447408,3447426,0.1103,0.9995,False
3447409,3458076,96.5106,2.1643,False
3447410,3456886,89.575,3.1181,True
3447411,3447503,0.4989,1.0204,False
3447412,3447983,3.1247,0.3484,False
3447413,3454888,69.8531,1.1254,False
3447414,3447419,0.0078,1.0001,False
3447415,3447424,0.0497,0.1473,False
3447416,3449338,19.6533,3.6606,False
3447417,3465263,163.8464,23.5493,True
3447418,3455090,70.8633,0.4183,False
3447419,3447526,0.5528,0.3929,True
3447420,3523725,651.7631,0.2763,False
3447421,3447425,0.0514,1.0022,False
3447422,3447459,0.2217,2.6569,False
3447423,3447467,0.2211,0.7853,False
3447424,3447491,0.3325,2.9977,False
3447425,3451573,41.5419,0.3336,False
3447426,3448096,3.7328,0.518,False
3447427,3448549,7.1711,0.2114,False
3447428,3447515,0.44,1.0,False
3447429,3447540,0.5428,0.4187,False
3447430,3447843,2.1672,0.9997,False
3447431,3472735,230.7528,0.5002,False
3447432,3452518,47.0175,0.1413,False
3447433,3449522,20.6128,3.0019,False
3447434,3484518,335.9619,1.8531,True
3447435,3463583,145.3656,2.3026,False
3447436,3447652,1.2522,0.2944,False
3447437,3447441,0.0119,0.7895,False
3447438,3447445,0.0497,1.5482,False
3447439,3447576,0.6767,3.483,False
3447440,3449049,17.7778,0.2908,False
3447441,3447993,3.0097,2.6582,False
3447442,3447740,1.6297,12.1355,False
3447443,3447446,0.0175,0.5242,False
3447444,3468915,193.2436,1.7609,True
3447445,3447887,2.3456,1.4165,False
3447446,3447448,0.0119,1.7471,False
3447447,3447528,0.3831,0.5255,True
3447448,3447455,0.0314,2.1648,False
3447449,3461253,123.0003,0.5371,False
3447450,3448856,16.1786,1.656,False
3447451,3453006,49.7294,3.3322,False
3447452,3453596,53.1019,4.0329,True
3447453,3447472,0.0692,0.9997,False
3447454,3447776,1.7436,1.6743,False
3447455,3447481,0.0972,0.3334,False
3447456,3447493,0.1825,0.4708,False
3447457,3447506,0.2414,0.954,False
3447458,3448684,11.2817,0.2396,False
3447459,3447591,0.6639,0.5225,False
3447460,3447692,1.3214,0.8515,False
3447461,3447474,0.0428,1.3852,True
3447462,3448494,6.3739,0.5635,False
3447463,3449039,17.5781,8.2855,False
3447464,3447550,0.4167,0.1548,False
3447465,3447866,2.1244,0.6719,False
3447466,3447542,0.3772,1.1831,False
3447467,3447700,1.3272,0.6412,False
3447468,3464033,147.6656,1.1574,False
3447469,3449590,20.9442,0.6289,False
3447470,3447531,0.3142,2.6561,False
3447471,3450009,23.3564,0.0914,False
3447472,3447489,0.1006,1.0001,False
3447473,3507678,526.6672,1.0006,False
3447474,3447525,0.255,0.7226,True
3447475,3447841,1.9558,0.6842,False
3447476,3448916,16.5942,3.0062,False
3447477,3450751,27.645,0.5611,True
3447478,3447957,2.6144,3.5615,True
3447479,3561385,964.8336,1.0005,False
3447480,3447495,0.1033,1.3904,False
3447481,3447488,0.0628,1.5137,False
3447482,3447733,1.3989,0.9289,False
3447483,3450204,24.3908,0.3557,False
3447484,3447553,0.3447,1.9617,False
3447485,3448321,4.8439,1.4716,True
3447486,3454346,66.1019,0.5137,False
3447488,3447501,0.0803,1.0,False
3447489,3447541,0.2583,1.0003,False
3447490,3450408,25.4703,0.5524,False
3447491,3447781,1.6047,0.7955,False
3447492,3447494,0.0078,1.3704,False
3447493,3447533,0.2114,0.8385,False
3447494,3447588,0.4894,0.6242,False
3447495,3447530,0.1642,0.4696,False
3447496,3448260,4.3881,0.2671,False
3447497,3485386,340.3719,2.5956,False
3447498,3447797,1.6286,2.4351,False
3447499,3447649,0.8947,0.8456,False
3447500,3448150,3.6761,3.3825,False
3447501,3447517,0.0717,1.9131,False
3447502,3448686,11.2736,0.7443,False
3447503,3447567,0.3072,6.1774,False
3447504,3448272,4.4594,1.2939,False
3447505,3447545,0.1728,1.0834,False
3447506,3447930,2.2597,0.5708,False
3447507,3466139,168.2381,1.0002,False
3447508,3581083,1141.7739,1.0189,False
3447509,3447520,0.045,0.9791,False
3447510,3447889,2.025,1.3132,False
3447511,3448019,2.785,0.6314,False
3447512,3455209,71.0147,1.7711,False
3447513,3447595,0.4489,11.5677,False
3447514,3447914,2.1469,2.5159,False
3447515,3447578,0.2878,0.0653,True
3447516,3447577,0.28,0.9157,False
3447517,3447535,0.0872,0.5231,False
3447518,3447935,2.2331,4.0906,False
3447519,3447670,0.9247,0.3161,False
3447520,3447804,1.5772,0.362,True
3447521,3447954,2.3433,0.4491,False
3447522,3447524,0.0119,0.7946,False
3447523,3447675,0.9131,1.6634,False
3447524,3447892,1.9786,5.9158,False
3447525,3447625,0.5731,1.5585,True
3447526,3447536,0.0658,1.001,False
3447527,3484555,335.7025,1.0033,False
3447528,3447539,0.0697,1.6014,True
3447529,3447715,1.0953,1.9962,False
3447530,3447612,0.4683,0.1686,False
3447531,3447763,1.3178,1.1426,False
3447532,3470111,207.5792,0.3622,False
3447533,3447544,0.0339,0.2649,False
3447534,3447598,0.3467,1.0871,False
3447535,3447538,0.0136,8.7425,False
3447536,3447774,1.3258,2.9005,False
3447537,3455940,74.7739,0.4697,False
3447538,3447718,1.0342,0.2827,False
3447539,3447679,0.8625,1.8546,False
3447540,3447552,0.0572,0.3722,False
3447541,3447543,0.0089,0.9999,False
3447542,3447868,1.7614,3.8999,False
3447544,3447555,0.0456,1.5437,False
3447545,3447818,1.5167,0.5037,False
3447546,3447573,0.1242,1.085,False
3447547,3450814,27.6447,0.999,False
3447548,3447584,0.2022,1.0001,False
3447549,3459568,113.1258,1.7834,False
3447550,3447602,0.3025,0.7973,False
3447551,3448046,2.7572,1.4911,False
3447552,3447722,1.0003,4.6232,False
3447553,3447842,1.5683,0.1435,False
3447554,3447830,1.5128,0.6091,False
3447555,3447611,0.3431,3.4504,False
3447556,3448960,16.6306,3.1895,False
3447557,3447771,1.2442,1.0123,False
3447558,3447934,2.0581,3.5204,False
3447559,3448246,4.0294,0.6829,False
3447560,3448382,4.9711,0.7126,False
3447563,3448644,8.5561,1.8716,False
3447564,3447624,0.3731,17.8718,False
3447565,3452207,44.6169,2.6507,False
3447566,3447634,0.4342,1.0002,False
3447567,3447604,0.2344,1.4851,False
3447568,3449827,21.7364,2.8612,False
3447569,3464880,160.7372,0.9359,False
3447570,3447910,1.8469,1.0815,False
3447571,3447697,0.8053,2.7558,False
3447572,3447708,0.8472,0.1902,False
3447573,3447618,0.3078,0.8726,False
3447574,3447802,1.3089,10.8128,False
3447575,3448487,5.7467,0.9719,False
3447576,3447600,0.1694,0.3065,False
3447577,3447871,1.6214,0.1354,False
3447578,3447609,0.225,1.1715,True
3447579,3452019,43.5086,0.3305,False
3447580,3447627,0.3186,2.1195,False
3447581,3493736,413.9408,0.9765,False
3447582,3463635,144.8869,1.219,False
3447583,3454236,64.8153,0.5376,False
3447584,3457512,92.7072,0.2502,False
3447585,3462979,140.9444,0.233,False
3447586,3453749,53.6172,1.7622,True
3447587,3454161,64.1744,4.3757,False
3447588,3448476,5.5608,0.1777,True
3447589,3448115,3.0217,1.833,False
3447590,3447694,0.6611,1.0003,False
3447591,3447633,0.2872,5.7428,False
3447592,3452535,46.2817,0.9356,False
3447593,3447940,1.8467,0.6283,False
3447594,3447626,0.1847,1.0002,False
3447595,3447689,0.6064,0.2026,False
3447596,3448062,2.5867,0.3453,True
3447597,3447793,1.1111,0.217,False
3447598,3447916,1.7103,0.7036,False
3447599,3454264,64.9175,0.1349,False
3447600,3447928,1.7706,1.0287,False
3447601,3448922,15.9756,0.5799,True
3447602,3448099,2.8467,2.1137,False
3447604,3447623,0.1056,0.1624,False
3447605,3447978,2.0444,0.238,False
3447606,3448048,2.4456,0.398,False
3447607,3448138,3.0286,0.2248,False
3447608,3447876,1.4242,1.5847,False
3447609,3447631,0.1361,0.854,True
3447610,3447642,0.2586,0.2801,False
3447611,3447660,0.3822,0.2226,False
3447612,3447616,0.0283,3.1591,False
3447613,3448823,15.0953,7.0666,False
3447614,3451527,40.2533,0.4104,False
3447615,3509450,541.315,1.7856,True
3447616,3447655,0.3125,0.5917,False
3447618,3448523,5.8742,3.2045,False
3447619,3447693,0.48,0.9085,False
3447620,3448331,4.2036,1.9115,False
3447621,3447663,0.3325,0.2497,False
3447622,3452890,48.1297,1.1799,False
3447623,3447838,1.1267,0.5673,False
3447624,3447684,0.4169,0.4103,False
3447625,3447635,0.0828,9.007,False
3447626,3447852,1.1864,0.3456,False
3447627,3448411,4.8122,0.1775,False
3447628,3447815,1.0147,1.6278,False
3447629,3450288,24.0514,0.3386,False
3447630,3448116,2.7642,0.2765,False
3447631,3447753,0.6889,0.4898,True
3447632,3449482,19.2536,0.7215,False
3447633,3447812,0.9392,0.2563,True
3447634,3447883,1.2672,1.5471,True
3447635,3447659,0.1981,0.0341,False
3447636,3449175,17.5206,0.5002,False
3447637,3471842,217.1967,1.1833,True
3447638,3447654,0.1256,0.9972,False
3447639,3448519,5.6233,0.3446,False
3447640,3449318,18.2533,3.7232,False
3447641,3453559,51.7158,1.442,False
3447642,3447645,0.0361,2.2128,False
3447643,3449673,20.3494,0.4919,False
3447644,3494356,424.4975,0.0352,False
3447645,3447688,0.2256,1.0785,False
3447646,3451168,30.4164,0.4593,False
3447647,3456042,74.7042,2.0094,False
3447648,3449131,17.1303,0.519,False
3447649,3447961,1.5983,2.3546,False
3447650,3450548,25.3069,2.2351,False
3447651,3458757,98.9336,1.1442,False
3447652,3448118,2.5683,1.3616,False
3447653,3448875,15.2339,0.2814,False
3447654,3447676,0.0986,1.0,False
3447655,3447662,0.03,3.7235,False
3447656,3452968,48.2872,0.6177,False
3447657,3450792,26.7703,0.3897,False
3447658,3465963,166.4144,27.075,False
3447659,3447738,0.3533,1.6402,False
3447660,3447714,0.2414,7.2938,False
3447661,3579878,1126.5281,0.7086,False
3447662,3447702,0.1806,0.4439,False
3447663,3448551,5.8281,2.1513,False
3447664,3448776,14.0761,0.0245,False
3447665,3449252,17.7253,0.3163,False
3447666,3448254,3.3333,0.8663,False
3447667,3454289,64.5869,0.9298,False
3447668,3448506,5.3125,6.3212,True
3447669,3449961,21.8483,3.4029,False
3447670,3447870,0.9647,4.3487,False
3447671,3448511,5.3656,1.1571,False
3447672,3456679,85.8056,1.1245,False
3447673,3447751,0.3814,0.7437,False
3447674,3447717,0.2003,0.7663,False
3447675,3449050,16.4453,0.6022,False
3447676,3447677,0.0083,1.0024,False
3447677,3448459,4.8514,9.9916,False
3447678,3447703,0.1092,1.0001,False
3447679,3448009,1.7311,0.2756,False
3447680,3447761,0.3947,2.271,False
3447682,3449339,18.1294,4.4139,False
3447683,3484984,337.0731,2.3602,False
3447684,3447995,1.6181,0.2591,False
3447685,3447791,0.5133,1.3661,False
3447686,3447789,0.4894,2.7648,False
3447687,3447706,0.0631,0.9993,False
3447688,3447719,0.1169,0.2482,False
3447689,3448230,3.0631,0.8543,False
3447690,3515798,591.3361,20.9308,False
3447691,3504772,503.6389,3.1014,False
3447692,3447985,1.5319,1.0303,False
3447693,3447704,0.0372,4.0126,False
3447694,3447904,1.0278,3.4464,False
3447695,3447996,1.5883,0.9986,False
3447696,3447723,0.1142,0.2188,False
3447697,3447730,0.1228,0.6847,False
3447698,3491648,401.3344,0.9993,False
3447699,3447926,1.1383,0.8147,False
3447700,3447701,0.0,1.5007,False
3447701,3447744,0.2192,1.2207,False
3447702,3447710,0.0319,2.2519,False
3447703,3447720,0.0719,1.0006,False
3447704,3448053,1.8628,0.1491,True
3447705,3450311,23.7403,0.3065,False
3447706,3448938,15.5444,1.009,False
3447707,3448408,4.2964,1.368,False
3447708,3447890,0.8928,1.9744,False
3447709,3448462,4.7072,0.8292,False
3447710,3447711,0.0028,1.0004,False
3447711,3447821,0.5481,0.3147,False
3447712,3450209,23.1053,0.5584,False
3447713,3447747,0.1753,1.0004,False
3447714,3447782,0.3322,0.6156,False
3447715,3447770,0.2819,1.0083,True
3447716,3458452,96.8825,0.1336,False
3447717,3447768,0.2622,1.0008,False
3447718,3447726,0.0328,0.3351,False
3447719,3447727,0.0303,3.7187,False
3447720,3448299,3.3881,0.2167,False
3447721,3449753,20.3994,0.9131,False
3447722,3448446,4.5267,0.3625,False
3447723,3447828,0.5092,1.1816,False
3447724,3459091,101.1981,0.0375,False
3447725,3450013,21.9586,0.6971,False
3447726,3447731,0.0114,5.8583,False
3447727,3447805,0.4172,1.0,False
3447728,3447742,0.0872,0.9931,False
3447729,3477105,264.6678,0.9819,False
3447730,3447750,0.1333,0.2474,False
3447731,3447947,1.13,1.3144,False
3447732,3447861,0.6442,12.2141,False
3447733,3447756,0.1539,1.0012,False
3447734,3478920,283.9444,0.23,True
3447735,3447786,0.2889,0.6841,False
3447736,3450914,27.3108,0.7072,False
3447737,3448731,12.4269,8.2314,False
3447738,3448018,1.5203,3.8311,False
3447739,3448453,4.5183,0.7916,False
3447740,3448339,3.5736,0.0461,False
3447741,3447819,0.3836,1.0004,False
3447742,3447765,0.1217,0.9965,False
3447743,3480450,296.9881,1.2684,True
3447744,3447813,0.3358,0.9987,False
3447745,3450330,23.6356,1.0188,False
3447746,3454952,68.3714,13.3631,False
3447747,3448262,2.9872,0.9969,False
3447748,3570464,1035.9561,0.6048,False
3447749,3449114,16.5258,2.8656,False
3447750,3447949,1.0131,7.8048,False
3447751,3447806,0.2764,1.3385,False
3447753,3447769,0.0758,6.4336,False
3447754,3448112,2.0469,0.8632,False
3447756,3449082,16.2478,0.5069,False
3447757,3448678,9.3925,0.8071,False
3447758,3448377,3.7686,0.3805,False
3447759,3453360,49.8186,1.0865,False
3447760,3447994,1.2625,0.522,False
3447761,3447831,0.3297,0.0718,False
3447762,3449224,17.1175,1.0926,False
3447763,3449379,17.9942,0.6706,False
3447764,3533954,739.7742,0.5752,False
3447765,3447894,0.6294,8.8108,False
3447766,3452415,44.6022,1.4205,False
3447767,3447981,1.1494,0.8768,True
3447768,3448208,2.5533,0.4905,False
3447769,3447790,0.1086,0.1872,False
3447770,3447881,0.5283,1.0101,True
3447771,3447860,0.4081,0.9989,False
3447772,3448133,2.0717,4.0473,False
3447773,3448609,6.5217,0.0147,False
3447774,3447817,0.2225,0.228,False
3447775,3447823,0.2294,0.9832,False
3447776,3447795,0.1169,0.608,False
3447777,3447824,0.2275,0.5477,False
3447778,3476290,259.5511,0.6417,False
3447779,3459031,100.3878,0.5394,False
3447780,3458774,98.4764,33.3593,False
3447781,3447975,1.0469,0.5697,False
3447782,3447807,0.1306,1.0,False
3447783,3453564,51.0206,1.0003,False
3447784,3448785,13.6422,1.2388,False
3447785,3452799,46.7522,0.5176,False
3447786,3447798,0.0636,1.0007,False
3447787,3449637,19.4617,0.269,False
3447788,3449963,21.2967,1.3252,False
3447789,3452053,42.4736,0.3184,False
3447790,3447808,0.0936,0.8321,False
3447791,3447836,0.1758,6.0237,False
3447792,3450902,26.9203,0.2361,False
3447793,3447846,0.2033,11.5286,False
3447795,3449233,16.9894,0.4389,False
3447796,3447801,0.0189,3.472,False
3447797,3447882,0.3889,0.5031,False
3447798,3461525,122.6914,1.461,False
3447799,3453822,53.4386,3.1882,False
3447800,3458871,98.9067,3.0,False
3447801,3447908,0.5156,0.2879,False
3447802,3449660,19.5019,0.1013,False
3447803,3451667,40.0814,5.9848,True
3447804,3447851,0.1661,1.1702,True
3447805,3448028,1.2281,0.3604,False
3447806,3448012,1.1403,4.138,False
3447807,3447847,0.1511,0.4107,False
3447808,3447977,0.9175,2.3856,False
3447809,3453322,49.3808,1.6418,False
3447810,3452894,47.1133,1.0002,False
3447811,3451618,39.715,1.0015,False
3447812,3447850,0.1372,0.5795,True
3447813,3447884,0.3483,0.3615,False
3447814,3447839,0.0981,4.5037,False
3447815,3448281,2.8106,3.075,False
3447816,3450111,22.1144,0.5179,False
3447817,3447920,0.5172,2.7946,False
3447818,3450595,24.7253,1.9874,False
3447819,3458880,98.8922,0.3391,False
3447820,3501712,479.0528,0.9992,False
3447821,3447862,0.1875,5.0318,False
3447822,3448253,2.5747,0.1429,False
3447823,3453786,52.7414,0.8523,False
3447824,3448561,5.2339,1.826,False
3447825,3456788,86.6083,1.0581,False
3447826,3470412,208.2008,2.4356,False
3447827,3448531,4.8417,1.9298,False
3447828,3447875,0.2314,1.019,False
3447829,3449142,16.3289,1.0809,False
3447830,3451925,41.5069,1.6429,False
3447831,3447896,0.3475,0.8294,False
3447832,3448634,6.9433,2.0308,False
3447833,3448398,3.5617,0.4059,False
3447834,3448215,2.3053,0.9995,False
3447835,3544049,817.0786,2.7508,True
3447836,3448627,6.7083,0.9582,False
3447837,3456346,75.7892,0.49,True
3447838,3447984,0.8631,2.3434,False
3447839,3447937,0.5214,0.9992,False
3447840,3449505,18.3636,3.8729,False
3447841,3448313,2.8681,1.0009,False
3447842,3447990,0.8778,1.9113,False
3447843,3447944,0.555,1.0006,False
3447844,3449230,16.7822,0.658,False
3447845,3532880,732.0972,0.9832,False
3447846,3447925,0.4542,0.322,False
3447847,3447872,0.1553,0.7057,False
3447848,3448033,1.0869,1.3327,False
3447849,3458858,98.6417,1.7406,False
3447850,3448014,0.9919,0.8472,False
3447851,3447915,0.3836,0.4284,True
3447852,3448851,14.0158,0.9144,False
3447853,3448205,2.155,0.6043,False
3447854,3453570,50.7278,0.7996,False
3447855,3451568,39.2306,0.1623,False
3447856,3448000,0.8306,0.7074,False
3447857,3473798,236.1608,0.2809,False
3447858,3450044,21.5092,2.1945,False
3447859,3467202,173.5417,0.6654,False
3447860,3447891,0.1722,2.8098,False
3447861,3447924,0.3558,0.0587,False
3447862,3447878,0.0772,0.3446,False
3447863,3453093,47.9653,0.9147,False
3447864,3448293,2.6439,8.4292,False
3447865,3448186,1.9486,0.343,False
3447866,3448167,1.8544,2.3644,False
3447867,3454206,63.0742,1.0854,False
3447868,3447938,0.3686,0.2612,False
3447869,3452191,42.8489,0.2804,False
3447870,3447955,0.4697,0.6219,False
3447871,3448145,1.6864,0.8484,True
3447872,3447950,0.4408,2.3022,False
3447873,3447893,0.1047,0.9983,False
3447874,3447921,0.2553,1.0009,False
3447875,3448056,1.0633,3.3875,True
3447876,3447932,0.3075,2.1848,False
3447877,3466376,167.5522,1.6098,False
3447878,3447895,0.0944,0.5778,False
3447879,3448160,1.7419,0.4995,False
3447880,3447942,0.325,0.9954,False
3447881,3448061,1.0631,1.001,False
3447882,3448079,1.1722,0.6095,False
3447883,3447897,0.0997,0.7799,True
3447884,3447901,0.0925,0.9197,False
3447885,3448148,1.6222,0.9998,False
3447886,3453011,47.4547,3.4235,True
3447887,3447899,0.0667,0.6063,False
3447888,3448849,13.7803,2.6946,False
3447889,3449964,20.8142,1.1126,False
3447890,3448005,0.6722,1.0919,False
3447891,3447952,0.3503,0.9059,False
3447892,3448427,3.5333,2.1806,False
3447893,3448171,1.7231,1.3343,False
3447894,3447982,0.5386,0.0529,False
3447895,3447919,0.1417,3.086,False
3447896,3448034,0.7925,0.4274,True
3447897,3447965,0.3994,5.6777,False
3447898,3449719,19.3719,1.7444,False
3447899,3448069,0.9847,2.8865,False
3447900,3467057,171.3867,1.0084,False
3447901,3448101,1.2714,1.0287,False
3447902,3458905,98.7525,3.4404,False
3447903,3450162,21.8967,0.5435,False
3447904,3457132,88.7294,18.7645,False
3447905,3458667,97.1706,0.2642,False
3447906,3448460,3.7244,0.3047,False
3447907,3456308,75.1692,1.2786,True
3447908,3448502,4.0939,1.8289,False
3447909,3448023,0.6925,1.8375,False
3447910,3463946,144.8436,0.5969,False
3447912,3448143,1.4222,0.5118,False
3447913,3447966,0.3183,1.0001,False
3447914,3447945,0.1711,0.4556,False
3447915,3449144,15.8744,1.1791,True
3447916,3449383,17.2553,0.4511,False
3447918,3448110,1.2208,4.3296,False
3447919,3448035,0.6833,0.2811,False
3447920,3447987,0.4325,1.377,True
3447921,3448544,4.4747,0.0946,False
3447922,3448085,1.0036,1.0022,False
3447923,3451011,27.2161,0.5359,False
3447924,3448284,2.2794,7.8646,False
3447925,3447927,0.01,1.196,False
3447926,3448646,6.5881,0.9544,False
3447927,3448065,0.815,0.1939,False
3447928,3448082,0.9567,1.439,False
3447929,3489291,378.1831,1.1244,False
3447930,3448106,1.1347,0.3289,False
3447931,3450735,25.1081,1.9598,False
3447932,3449286,16.6064,0.1937,False
3447933,3450727,25.01,0.8294,False
3447934,3448201,1.6892,0.4201,False
3447935,3448827,13.3922,0.6813,False
3447936,3449000,14.8286,2.2787,False
3447937,3448820,13.3031,0.5817,False
3447938,3448130,1.2261,1.8272,False
3447939,3449086,15.3689,0.9752,False
3447940,3448497,3.8739,1.8619,False
3447941,3481541,307.6103,2.3504,False
3447942,3449406,17.2636,0.1907,False
3447943,3448405,3.0617,0.6604,False
3447944,3448170,1.4369,1.7507,False
3447945,3449272,16.4617,0.5217,False
3447946,3452747,45.6172,1.3167,False
3447947,3448266,2.0067,0.7166,False
3447948,3449333,16.7739,0.9142,False
3447949,3447968,0.1558,0.7079,False
3447950,3447959,0.0764,0.7563,False
3447951,3448011,0.3828,1.0015,False
