from_txn_id,to_device_profile_id,newness,proxy_type,match_status,device_type
3571001,DP-aa3d154551796feb,Found,,,mobile
3571006,DP-937d14aafe62f7f2,New,IP_PROXY:TRANSPARENT,match_status:2,desktop
3571008,DP-15fa3068fbe59598,Found,,match_status:1,mobile
3571011,DP-aa3d154551796feb,Found,,,mobile
3571017,DP-634378056b7a0803,Found,IP_PROXY:TRANSPARENT,match_status:2,mobile
3571018,DP-7dd4a0e2fd2b9859,Unknown,,,mobile
3571020,DP-1f4946002b7b9706,Found,,,mobile
3571025,DP-1f4946002b7b9706,Found,,,mobile
3571026,DP-250ebecb6a421e9e,Found,,match_status:2,desktop
3571029,DP-27e475bdd0bc6a4c,New,,,mobile
3571036,DP-250ebecb6a421e9e,New,,match_status:2,desktop
3571044,DP-5b5ac0c4dac48ce0,New,,,desktop
3571048,DP-8875bbe365a5989b,Found,,,mobile
3571052,DP-6219a6a1444505b7,Found,,,desktop
3571059,DP-99f538dd2329339d,New,,,mobile
3571065,DP-e88a0f5c1a711e41,Found,,match_status:2,desktop
3571066,DP-5b5ac0c4dac48ce0,New,,,desktop
3571074,DP-1f4946002b7b9706,Found,,,mobile
3571078,DP-4f09af2e55dc85ce,Found,,match_status:2,desktop
3571081,DP-1f4946002b7b9706,Found,,,mobile
3571085,DP-5b5ac0c4dac48ce0,New,,,desktop
3571087,DP-5925d02cdcd22d0a,New,,,desktop
3571094,DP-1f4946002b7b9706,Found,,,mobile
3571099,DP-1f4946002b7b9706,Found,,,mobile
3571103,DP-5a6458b53acfaa0d,New,,,mobile
3571105,DP-d5d06cac471a8c91,Found,,match_status:1,desktop
3571108,DP-d5d06cac471a8c91,New,IP_PROXY:TRANSPARENT,match_status:2,desktop
3571109,DP-d5d06cac471a8c91,Found,IP_PROXY:TRANSPARENT,match_status:2,desktop
3571136,DP-937d14aafe62f7f2,New,IP_PROXY:TRANSPARENT,match_status:2,desktop
3571137,DP-78e8e908f0f78878,New,,match_status:2,mobile
3571143,DP-1f4946002b7b9706,Found,,,mobile
3571147,DP-97638a5b00eeeac4,New,,match_status:2,desktop
3571151,DP-d5d06cac471a8c91,Found,IP_PROXY:TRANSPARENT,match_status:2,desktop
3571152,DP-112e714a60d57764,New,,,mobile
3571166,DP-9b16eec7eba3fd05,Unknown,,,mobile
3571172,DP-6219a6a1444505b7,Found,,match_status:2,desktop
3571185,DP-4c096a65cec48336,Found,,match_status:2,desktop
3571190,DP-d5d06cac471a8c91,Found,IP_PROXY:TRANSPARENT,match_status:2,desktop
3571192,DP-1b04254a704b397d,New,,match_status:2,mobile
3571196,DP-0d6d1163fe6d73d8,New,,,desktop
3571199,DP-1f4946002b7b9706,Found,,,mobile
3571204,DP-7dd4a0e2fd2b9859,Unknown,,,mobile
3571216,DP-db35b33c1a1dd3f1,New,,match_status:2,desktop
3571220,DP-b59221bc2ad3d59f,New,,match_status:2,desktop
3571233,DP-4a089aed15543d41,New,,,mobile
3571245,DP-7dd4a0e2fd2b9859,Unknown,,,mobile
3571252,DP-20d74022e7211535,New,IP_PROXY:TRANSPARENT,match_status:2,mobile
3571253,DP-50b96cd06d122d70,New,,,mobile
3571263,DP-0d6d1163fe6d73d8,New,,,desktop
3571264,DP-5b5ac0c4dac48ce0,Found,,,desktop
3571265,DP-f24ade7c2e6d575f,Unknown,,,mobile
3571266,DP-4ca76f6d9f11a935,Found,,match_status:2,desktop
3571268,DP-e2bc2fb385f44a5a,New,,,mobile
3571286,DP-4a089aed15543d41,Found,,,mobile
3571289,DP-7dd4a0e2fd2b9859,Unknown,,,mobile
3571306,DP-732b7c8a648fac23,New,,match_status:2,desktop
3571311,DP-e425adce49e88cdb,New,,match_status:2,desktop
3571313,DP-650f92a2bd68a5d6,New,,,mobile
3571324,DP-f72169217af36d31,New,,,mobile
3571327,DP-937d14aafe62f7f2,New,,match_status:2,desktop
3571332,DP-284dcdb6d759e740,New,,,desktop
3571335,DP-937d14aafe62f7f2,Found,,match_status:2,desktop
3571340,DP-fc35f46c1f8d22cc,New,,,mobile
3571355,DP-0d6d1163fe6d73d8,New,,,desktop
3571361,DP-715f5d9b05686e36,New,IP_PROXY:HIDDEN,,desktop
3571364,DP-800c0be653de8f24,New,,match_status:1,mobile
3571367,DP-c3f58ee6ac745d78,Found,,match_status:2,desktop
3571371,DP-f3907a909356e369,New,,,mobile
3571381,DP-f72169217af36d31,Found,,,mobile
3571388,DP-30621048c1966fd9,Found,,match_status:2,desktop
3571390,DP-000f0282a77ce8c3,Unknown,,,mobile
3571411,DP-5b5ac0c4dac48ce0,Found,,,desktop
3571416,DP-5b5ac0c4dac48ce0,Found,,,desktop
3571417,DP-834190273c895e76,Found,,match_status:2,desktop
3571418,DP-7dd4a0e2fd2b9859,Unknown,,,mobile
3571423,DP-000f0282a77ce8c3,Unknown,,,mobile
3571429,DP-1f4946002b7b9706,Found,,,mobile
3571439,DP-b59221bc2ad3d59f,New,,match_status:2,desktop
3571445,DP-fa14d8af45bcb599,Found,,,mobile
3571446,DP-fa14d8af45bcb599,Found,,,mobile
3571449,DP-5b5ac0c4dac48ce0,Found,,,desktop
3571454,DP-f24ade7c2e6d575f,New,,,mobile
3571459,DP-5b5ac0c4dac48ce0,Found,,,desktop
3571468,DP-b59221bc2ad3d59f,New,,match_status:2,desktop
3571472,DP-7dd4a0e2fd2b9859,Unknown,,,mobile
3571475,DP-02a584e0c9de299b,Found,,match_status:2,desktop
3571478,DP-7dd4a0e2fd2b9859,Unknown,,,mobile
3571485,DP-6968104f208c9d42,Found,,,mobile
3571487,DP-2f210e096d6abba9,Found,,,mobile
3571492,DP-5b5ac0c4dac48ce0,Found,,,desktop
3571507,DP-fa14d8af45bcb599,Found,,,mobile
3571508,DP-250ebecb6a421e9e,Found,,match_status:2,desktop
3571514,DP-b523ffa8b3f3029b,Found,,,mobile
3571518,DP-7dd4a0e2fd2b9859,Unknown,,,mobile
3571521,DP-117e0ec13c075458,Found,,match_status:2,desktop
3571528,DP-f5875582e4e53197,Found,,match_status:2,desktop
3571540,DP-9300db47ac591ae7,New,,match_status:2,desktop
3571541,DP-bc73389ff0fb081f,Found,,match_status:2,desktop
3571545,DP-819f78b423cf9c2d,New,IP_PROXY:TRANSPARENT,match_status:2,mobile
3571550,DP-3909ab6f9c5b34cf,Unknown,,,mobile
3571554,DP-6219a6a1444505b7,,,,
3571555,DP-3ca4b730abda4a69,New,,match_status:2,desktop
3571562,DP-2f210e096d6abba9,New,,,mobile
3571568,DP-0d6d1163fe6d73d8,Found,,,desktop
3571570,DP-5b5ac0c4dac48ce0,Found,,,desktop
3571574,DP-1af9a5620754567f,New,,,desktop
3571576,DP-4f09af2e55dc85ce,New,,match_status:2,desktop
3571580,DP-66ede4f2eeaa9834,Found,,match_status:2,desktop
3571595,DP-b7638f6dc0200715,Found,,,mobile
3571598,DP-f40249a634f7ceeb,Found,,,mobile
3571606,DP-800c0be653de8f24,New,IP_PROXY:TRANSPARENT,match_status:1,mobile
3571610,DP-800c0be653de8f24,New,,match_status:1,mobile
3571615,DP-117e0ec13c075458,Found,IP_PROXY:TRANSPARENT,match_status:2,desktop
3571616,DP-7dd4a0e2fd2b9859,Unknown,,,mobile
3571622,DP-7dd4a0e2fd2b9859,Unknown,,,mobile
3571627,DP-d4511dd1478f32f5,Found,,match_status:2,mobile
3571628,DP-f7ca7199bbd66636,New,,match_status:2,mobile
3571630,DP-f7ca7199bbd66636,Found,,match_status:2,mobile
3571632,DP-937d14aafe62f7f2,Found,,match_status:2,desktop
3571637,DP-5b5ac0c4dac48ce0,New,,,desktop
3571643,DP-b59221bc2ad3d59f,Found,,match_status:2,desktop
3571646,DP-0877cdfbe6c4827e,Found,,match_status:2,desktop
3571650,DP-7dd4a0e2fd2b9859,Unknown,,,mobile
3571652,DP-800c0be653de8f24,New,,match_status:1,mobile
3571658,DP-ce57e08081236ba8,Found,,match_status:2,mobile
3571660,DP-5c26b26a11306abb,Unknown,,,desktop
3571662,DP-b7638f6dc0200715,New,,,mobile
3571665,DP-d1fca23e0ec1350d,New,,match_status:2,desktop
3571669,DP-6219a6a1444505b7,,,,
3571671,DP-c3605f344ceff67e,New,,match_status:2,mobile
3571677,DP-911759bf89e35217,New,,,desktop
3571684,DP-7dd4a0e2fd2b9859,Unknown,,,mobile
3571685,DP-c7f56abeb29e8cf6,Unknown,,,mobile
3571687,DP-937d14aafe62f7f2,Found,,match_status:2,desktop
3571688,DP-d03df3d4394a660a,Found,,match_status:2,desktop
3571700,DP-6219a6a1444505b7,,,,
3571703,DP-ce57e08081236ba8,Found,,match_status:2,mobile
3571715,DP-7dd4a0e2fd2b9859,Unknown,,,mobile
3571727,DP-f24d63001c2ca613,Found,IP_PROXY:TRANSPARENT,match_status:2,desktop
3571733,DP-7dd4a0e2fd2b9859,Unknown,,,mobile
3571764,DP-0877cdfbe6c4827e,Found,,match_status:2,desktop
3571765,DP-5b5ac0c4dac48ce0,Found,,,desktop
3571772,DP-8249e16fe19f2ff7,New,,match_status:2,desktop
3571787,DP-800c0be653de8f24,New,,match_status:1,mobile
3571789,DP-0c7932df0129e839,Found,,,desktop
3571790,DP-8691f14dd5f39a5c,Found,,match_status:2,desktop
3571791,DP-ce57e08081236ba8,Found,,match_status:2,mobile
3571793,DP-8691f14dd5f39a5c,Found,,match_status:2,desktop
3571798,DP-ce57e08081236ba8,Found,,match_status:2,mobile
3571803,DP-97dc3365e078d588,New,,,desktop
3571807,DP-ce57e08081236ba8,Found,,match_status:2,mobile
3571809,DP-8691f14dd5f39a5c,Found,,match_status:2,desktop
3571810,DP-5b5ac0c4dac48ce0,New,,,desktop
3571811,DP-3a7b1c9f67740120,Found,,match_status:2,desktop
3571816,DP-ce57e08081236ba8,Found,,match_status:2,mobile
3571821,DP-ce57e08081236ba8,Found,,match_status:2,mobile
3571823,DP-d79d61d3da8d6296,New,,,mobile
3571824,DP-8691f14dd5f39a5c,New,,match_status:2,desktop
3571826,DP-cd5bf34daeb332ea,Found,,match_status:2,desktop
3571829,DP-ce57e08081236ba8,Found,,match_status:2,mobile
3571834,DP-0f50fa61e874e42a,Found,IP_PROXY:TRANSPARENT,match_status:2,desktop
3571835,DP-ce57e08081236ba8,Found,,match_status:2,mobile
3571836,DP-ce57e08081236ba8,Found,,match_status:2,mobile
3571843,DP-f72169217af36d31,Found,,,mobile
3571844,DP-819f78b423cf9c2d,New,IP_PROXY:TRANSPARENT,match_status:2,mobile
3571845,DP-6b3f3b22ffea02d2,Found,,,mobile
3571853,DP-0472a0a617f57b05,Found,,match_status:2,desktop
3571855,DP-819f78b423cf9c2d,Found,IP_PROXY:TRANSPARENT,match_status:2,mobile
3571860,DP-3a7b1c9f67740120,Found,,match_status:2,desktop
3571871,DP-f72169217af36d31,Found,,,mobile
3571873,DP-8691f14dd5f39a5c,Found,,match_status:2,desktop
3571874,DP-3a7b1c9f67740120,Found,,match_status:2,desktop
3571880,DP-0ebfb23c2df11a58,New,,match_status:1,mobile
3571883,DP-5b5ac0c4dac48ce0,Found,,,desktop
3571884,DP-5b5ac0c4dac48ce0,Found,,,desktop
3571886,DP-69973c649f387eaf,Found,,,mobile
3571889,DP-937d14aafe62f7f2,Found,,match_status:2,desktop
3571892,DP-800c0be653de8f24,New,,match_status:1,mobile
3571902,DP-5b5ac0c4dac48ce0,Found,,,desktop
3571905,DP-f93c06acfe7390a8,Found,,,mobile
3571913,DP-5b5ac0c4dac48ce0,Found,,,desktop
3571915,DP-cca661ae73b0b5dd,Found,,match_status:2,desktop
3571926,DP-7fce319d92e79cec,New,,match_status:1,mobile
3571929,DP-b59221bc2ad3d59f,Unknown,,match_status:2,desktop
3571941,DP-5b5ac0c4dac48ce0,Found,,,desktop
3571948,DP-0ebfb23c2df11a58,Found,,match_status:1,mobile
3571951,DP-d72ab7b96c55a7de,Found,,match_status:2,desktop
3571955,DP-09190e58a2e94d42,Found,IP_PROXY:TRANSPARENT,match_status:2,mobile
3571968,DP-a617d89bb8358782,Found,,,mobile
3571970,DP-deb4b228c3e8cb29,New,,,mobile
3571974,DP-0c7932df0129e839,Found,,,desktop
3571977,DP-09190e58a2e94d42,Found,IP_PROXY:TRANSPARENT,match_status:2,mobile
3571983,DP-0d6d1163fe6d73d8,Found,,,desktop
3571986,DP-0d6d1163fe6d73d8,New,,,desktop
3571991,DP-0d6d1163fe6d73d8,Found,,,desktop
3571992,DP-ffcc8b0a1a0255dd,New,,match_status:2,desktop
3572002,DP-7dd4a0e2fd2b9859,Unknown,,,mobile
3572003,DP-5c26b26a11306abb,Unknown,,,desktop
3572007,DP-0d6d1163fe6d73d8,Found,,,desktop
3572008,DP-59eaad72ace2bbc9,New,,match_status:2,mobile
3572009,DP-d72ab7b96c55a7de,Found,,match_status:2,desktop
3572018,DP-0d6d1163fe6d73d8,New,,,desktop
3572024,DP-5de9c75521d072a7,New,,match_status:2,desktop
3572026,DP-d72ab7b96c55a7de,Found,,match_status:2,desktop
3572027,DP-09190e58a2e94d42,Found,IP_PROXY:TRANSPARENT,match_status:2,mobile
3572032,DP-f3cd4aa39155369a,Found,,,mobile
3572035,DP-5c26b26a11306abb,Unknown,,,desktop
3572042,DP-150bc131cfc2c6ae,Found,,,mobile
3572043,DP-c7f56abeb29e8cf6,Found,,,mobile
3572050,DP-5b5ac0c4dac48ce0,Found,,,desktop
3572052,DP-937d14aafe62f7f2,Found,,match_status:2,desktop
3572053,DP-f3cd4aa39155369a,Found,,,mobile
3572061,DP-ee82e1384d1eccab,Found,,,mobile
3572062,DP-59aaa0aa8d0f0685,Found,,match_status:2,desktop
3572072,DP-937d14aafe62f7f2,Found,,match_status:2,desktop
3572076,DP-0d6d1163fe6d73d8,New,,,desktop
3572090,DP-5b5ac0c4dac48ce0,New,,,desktop
3572098,DP-e425adce49e88cdb,Unknown,,,desktop
3572105,DP-83e5e27a8632d361,New,,match_status:2,desktop
3572110,DP-06b586604af20226,New,,match_status:2,desktop
3572111,DP-5b5ac0c4dac48ce0,Found,,,desktop
3572113,DP-c7f56abeb29e8cf6,Found,,,mobile
3572114,DP-6219a6a1444505b7,,,,
3572115,DP-0c7932df0129e839,Found,,,desktop
3572117,DP-e425adce49e88cdb,Unknown,,match_status:2,desktop
3572119,DP-4849a55f599d9541,New,,match_status:2,desktop
3572123,DP-783aaed191059731,Found,,match_status:2,desktop
3572132,DP-0c7932df0129e839,New,,,desktop
3572143,DP-9dce63c241c48c5f,New,,match_status:2,mobile
3572145,DP-4fa49614902a8858,New,IP_PROXY:TRANSPARENT,match_status:2,mobile
3572149,DP-af68ea2d6a4662e1,Found,,match_status:2,mobile
3572167,DP-f24d63001c2ca613,New,,match_status:2,desktop
3572170,DP-e425adce49e88cdb,Found,IP_PROXY:TRANSPARENT,match_status:2,desktop
3572190,DP-39f0870e951c2b39,New,,match_status:2,desktop
3572205,DP-b59221bc2ad3d59f,New,,match_status:2,desktop
3572212,DP-937d14aafe62f7f2,Found,,match_status:2,desktop
3572225,DP-185fb08fb845a300,New,,,mobile
3572228,DP-d13765b591aa612a,New,,match_status:2,desktop
3572232,DP-b59221bc2ad3d59f,Found,,match_status:2,desktop
3572238,DP-5b5ac0c4dac48ce0,Found,,,desktop
3572241,DP-b59221bc2ad3d59f,Found,,match_status:2,desktop
3572244,DP-5b5ac0c4dac48ce0,Found,,,desktop
3572263,DP-1c655089f7997dce,New,,,mobile
3572265,DP-b59221bc2ad3d59f,Found,,match_status:2,desktop
3572267,DP-b59221bc2ad3d59f,Found,,match_status:2,desktop
3572281,DP-b59221bc2ad3d59f,Found,,match_status:2,desktop
3572287,DP-5b5ac0c4dac48ce0,Unknown,,,desktop
3572293,DP-800c0be653de8f24,New,,match_status:1,mobile
3572300,DP-0d6d1163fe6d73d8,Found,,,desktop
3572301,DP-b59221bc2ad3d59f,New,,match_status:2,desktop
3572303,DP-69973c649f387eaf,New,,,mobile
3572304,DP-7dd4a0e2fd2b9859,Unknown,,,mobile
3572313,DP-7fce319d92e79cec,Found,,match_status:1,mobile
3572317,DP-7dd4a0e2fd2b9859,Found,,,mobile
3572320,DP-b59221bc2ad3d59f,Found,,match_status:2,desktop
3572321,DP-63be007b80a4b1dd,New,,,mobile
3572343,DP-2c83adf5b83a39e8,New,,match_status:2,desktop
3572348,DP-4ac16a34deaea358,New,,match_status:2,desktop
3572349,DP-436b3559b55aea93,New,,match_status:2,desktop
3572385,DP-56312c45abf0ff34,Found,,,desktop
3572388,DP-7dd4a0e2fd2b9859,Unknown,,,mobile
3572438,DP-92854bc8478436e5,Found,,,mobile
3572440,DP-8e5b3dbc2d8ee6aa,Found,,match_status:2,desktop
3572446,DP-b59221bc2ad3d59f,New,,match_status:2,desktop
3572449,DP-cada239763aa4528,Found,,,mobile
3572459,DP-5b5ac0c4dac48ce0,Found,,,desktop
3572473,DP-07a4cbc8d45a58be,Found,IP_PROXY:ANONYMOUS,,desktop
3572479,DP-5b5ac0c4dac48ce0,New,,,desktop
3572486,DP-cada239763aa4528,Found,,,mobile
3572488,DP-2b0b8f2c346eba51,New,IP_PROXY:TRANSPARENT,match_status:1,mobile
3572489,DP-b59221bc2ad3d59f,New,,match_status:2,desktop
3572491,DP-7dd4a0e2fd2b9859,Unknown,,,mobile
3572494,DP-92854bc8478436e5,Found,,,mobile
3572495,DP-cada239763aa4528,Found,,,mobile
3572504,DP-050d7d0cd3c2c427,Found,,match_status:2,desktop
3572526,DP-52f69af9fdbdc88e,Found,,match_status:2,desktop
3572530,DP-7dd4a0e2fd2b9859,Unknown,,,mobile
3572537,DP-a98aa7689a7241fd,Unknown,IP_PROXY:TRANSPARENT,match_status:2,desktop
3572540,DP-0877cdfbe6c4827e,Found,,match_status:2,desktop
3572555,DP-b59221bc2ad3d59f,Found,,match_status:2,desktop
3572578,DP-5b5ac0c4dac48ce0,New,,,desktop
3572586,DP-5b5ac0c4dac48ce0,New,,,desktop
3572592,DP-c05142d8fe54968d,New,,,mobile
3572594,DP-9a8281fff07d0b23,Unknown,,,mobile
3572598,DP-6a91d17342c6465b,Found,,,mobile
3572606,DP-3a7b1c9f67740120,Found,,match_status:2,desktop
3572618,DP-7dd4a0e2fd2b9859,Unknown,,,mobile
3572623,DP-deb4b228c3e8cb29,Found,,,mobile
3572629,DP-0d6d1163fe6d73d8,Found,,,desktop
3572630,DP-cada239763aa4528,Found,,,mobile
3572639,DP-ee82e1384d1eccab,Found,,,mobile
3572668,DP-77cb85220c60da0a,New,,match_status:2,desktop
3572671,DP-800c0be653de8f24,New,,match_status:2,mobile
3572677,DP-5b5ac0c4dac48ce0,New,,,desktop
3572678,DP-0d6d1163fe6d73d8,Found,,,desktop
3572680,DP-ee82e1384d1eccab,Found,,,mobile
3572688,DP-7dd4a0e2fd2b9859,Unknown,,,mobile
3572691,DP-800c0be653de8f24,New,IP_PROXY:TRANSPARENT,match_status:1,mobile
3572702,DP-800c0be653de8f24,Found,,match_status:2,mobile
3572706,DP-800c0be653de8f24,Found,IP_PROXY:TRANSPARENT,match_status:1,mobile
3572711,DP-7dd4a0e2fd2b9859,Unknown,,,mobile
3572714,DP-10d5a45323d8571d,Found,,,desktop
3572727,DP-f3cd4aa39155369a,Found,,,mobile
3572729,DP-5b5ac0c4dac48ce0,Found,,,desktop
3572731,DP-f3cd4aa39155369a,Found,,,mobile
3572732,DP-185fb08fb845a300,Found,,,mobile
3572733,DP-f3cd4aa39155369a,Found,,,mobile
3572736,DP-44bf2d65d14ec515,New,,,desktop
3572741,DP-e59b8d532bb12566,New,,,desktop
3572742,DP-d745778e967dba51,New,,,mobile
3572762,DP-800c0be653de8f24,Found,IP_PROXY:TRANSPARENT,match_status:2,mobile
3572770,DP-5b5ac0c4dac48ce0,Found,,,desktop
3572797,DP-e425adce49e88cdb,Found,,match_status:2,desktop
3572800,DP-5b5ac0c4dac48ce0,Found,,,desktop
3572802,DP-02a584e0c9de299b,Found,,match_status:2,desktop
3572814,DP-5b5ac0c4dac48ce0,Found,,,desktop
3572824,DP-5b5ac0c4dac48ce0,Found,,,desktop
3572832,DP-5b5ac0c4dac48ce0,New,,,desktop
3572850,DP-fed9a9c2159516d3,New,,,desktop
3572854,DP-b59221bc2ad3d59f,Found,,match_status:2,desktop
3572857,DP-7dd4a0e2fd2b9859,Unknown,,,mobile
3572859,DP-737b1c6ae7dd8880,Found,,match_status:2,desktop
3572861,DP-ba16f5e8c5c1afd0,Found,,match_status:2,desktop
3572863,DP-e01e2b69f0970f61,Found,,,mobile
3572873,DP-aaf9ec6676bdaaf8,Found,,match_status:2,desktop
3572875,DP-2f142867ba911ece,Found,,match_status:2,mobile
3572879,DP-5b5ac0c4dac48ce0,New,,,desktop
3572884,DP-8e56124b325551bc,Found,,,mobile
3572892,DP-3b016ef9508cff51,Found,,match_status:2,desktop
3572896,DP-0d6d1163fe6d73d8,New,,,desktop
3572897,DP-0a0c6021d6f055d7,Found,,,mobile
3572898,DP-7dd4a0e2fd2b9859,Unknown,,,mobile
3572899,DP-0d6d1163fe6d73d8,New,,,desktop
3572909,DP-3b016ef9508cff51,New,,match_status:2,desktop
3572913,DP-013caa92a4235327,New,,,mobile
3572914,DP-e01e2b69f0970f61,Found,,,mobile
3572916,DP-e01e2b69f0970f61,Found,,,mobile
3572922,DP-7dd4a0e2fd2b9859,Unknown,,,mobile
3572925,DP-e89c79de412f5dde,New,,,mobile
3572927,DP-e01e2b69f0970f61,Found,,,mobile
3572930,DP-e01e2b69f0970f61,Found,,,mobile
3572936,DP-3ab4c30378dc5747,Found,,match_status:2,desktop
3572942,DP-783aaed191059731,Found,,match_status:2,desktop
3572946,DP-9300db47ac591ae7,Found,,match_status:2,desktop
3572947,DP-c7f56abeb29e8cf6,New,,,mobile
3572954,DP-7dd4a0e2fd2b9859,Unknown,,,mobile
3572955,DP-0d6d1163fe6d73d8,Found,,,desktop
3572963,DP-914d08dc88a16d4e,Found,,,mobile
3572964,DP-aea8d5807bb3fed1,New,,,mobile
3572965,DP-783aaed191059731,Found,,match_status:2,desktop
3572967,DP-d9350cb58c4b3d10,New,,,mobile
3572970,DP-937d14aafe62f7f2,Found,,match_status:2,desktop
3572973,DP-0d6d1163fe6d73d8,Found,,,desktop
3572975,DP-914d08dc88a16d4e,Found,,,mobile
3572979,DP-d652b8d0e0506555,Found,,,desktop
3572985,DP-5b5ac0c4dac48ce0,Found,,,desktop
3572987,DP-8c930a9b54b247ae,Found,,,mobile
3572989,DP-3a7b1c9f67740120,Found,IP_PROXY:TRANSPARENT,match_status:2,desktop
3573001,DP-0d6d1163fe6d73d8,Found,,,desktop
3573002,DP-0d6d1163fe6d73d8,Found,,,desktop
3573009,DP-deb4b228c3e8cb29,Found,,,mobile
3573010,DP-3ec225c0ccc8363b,Found,,match_status:2,desktop
3573019,DP-6219a6a1444505b7,,,,
3573021,DP-5b5ac0c4dac48ce0,Found,,,desktop
3573022,DP-3ec225c0ccc8363b,Found,,match_status:2,desktop
3573034,DP-914d08dc88a16d4e,Found,,,mobile
3573037,DP-5b5ac0c4dac48ce0,Found,,,desktop
3573039,DP-d9350cb58c4b3d10,Found,,,mobile
3573057,DP-7dd4a0e2fd2b9859,New,,,mobile
3573059,DP-47e0f38647497f4c,Found,,,desktop
3573061,DP-5b5ac0c4dac48ce0,Found,,,desktop
3573063,DP-7dd4a0e2fd2b9859,Unknown,,,mobile
3573070,DP-aa3d154551796feb,Found,,,mobile
3573074,DP-1cbe223852baba54,New,,,mobile
3573078,DP-02a584e0c9de299b,Found,,match_status:2,desktop
3573081,DP-911759bf89e35217,Found,,,desktop
3573082,DP-7dd4a0e2fd2b9859,Unknown,,,mobile
3573086,DP-aa3d154551796feb,Found,,,mobile
3573097,DP-aa3d154551796feb,Found,,,mobile
3573098,DP-aa3d154551796feb,Found,,,mobile
3573099,DP-0fb86f30145346ad,Found,,,mobile
3573104,DP-7dd4a0e2fd2b9859,Unknown,,,mobile
3573106,DP-b59221bc2ad3d59f,New,,match_status:2,desktop
3573107,DP-6219a6a1444505b7,,,,
3573112,DP-e65463f3936a80f2,New,,,mobile
3573117,DP-aa3d154551796feb,Found,,,mobile
3573120,DP-aa3d154551796feb,Found,,,mobile
3573123,DP-aa3d154551796feb,Found,,,mobile
3573124,DP-5b5ac0c4dac48ce0,Found,,,desktop
3573127,DP-aa3d154551796feb,Found,,,mobile
3573129,DP-aa3d154551796feb,Found,,,mobile
3573131,DP-aa3d154551796feb,Found,,,mobile
3573134,DP-aa3d154551796feb,Found,,,mobile
3573138,DP-56312c45abf0ff34,Found,,,desktop
3573144,DP-56312c45abf0ff34,Found,,,desktop
3573147,DP-5b5ac0c4dac48ce0,Found,,,desktop
3573148,DP-0d6d1163fe6d73d8,Found,,,desktop
3573150,DP-0d6d1163fe6d73d8,New,,,desktop
3573155,DP-aa3d154551796feb,Found,,,mobile
3573156,DP-c12c5f27d9f16f3b,New,,match_status:2,desktop
3573158,DP-7dd4a0e2fd2b9859,Unknown,,,mobile
3573159,DP-a617d89bb8358782,New,,,mobile
3573162,DP-5b5ac0c4dac48ce0,Found,,,desktop
3573163,DP-aa3d154551796feb,Found,,,mobile
3573169,DP-aa3d154551796feb,Found,,,mobile
3573170,DP-15fa3068fbe59598,New,,match_status:2,mobile
3573172,DP-5b5ac0c4dac48ce0,New,,,desktop
3573176,DP-c388f53a1a0021d6,New,,,desktop
3573192,DP-7ce85b5ca87e8d33,Found,,match_status:2,mobile
3573194,DP-aa3d154551796feb,Found,,,mobile
3573196,DP-c19580a897e509ce,Found,,match_status:2,desktop
3573206,DP-aa3d154551796feb,Found,,,mobile
3573211,DP-aa3d154551796feb,Found,,,mobile
3573213,DP-e425adce49e88cdb,New,,match_status:2,desktop
3573215,DP-c7f56abeb29e8cf6,Unknown,,,mobile
3573216,DP-c3605f344ceff67e,New,,match_status:2,mobile
3573218,DP-ed4de8a8dadb67c8,New,,,mobile
3573219,DP-0fa62250a1f4b2ad,Found,,,mobile
3573227,DP-afec28056e52b02e,New,,,mobile
3573230,DP-2c83adf5b83a39e8,New,,match_status:2,desktop
3573232,DP-c7f56abeb29e8cf6,Unknown,,,mobile
3573234,DP-5d9a274643cb57c6,Found,,,mobile
3573236,DP-5b5ac0c4dac48ce0,Found,,,desktop
3573238,DP-a5753b5112a08c92,New,,match_status:1,mobile
3573244,DP-590d1790fd74b54b,New,,,mobile
3573248,DP-0fa62250a1f4b2ad,Found,,,mobile
3573249,DP-1f68a90d40e53e41,Found,,match_status:2,desktop
3573253,DP-e88a0f5c1a711e41,New,,match_status:2,desktop
3573254,DP-5b5ac0c4dac48ce0,New,,,desktop
3573259,DP-c388f53a1a0021d6,Found,,,desktop
3573261,DP-647db4e5066d81b9,New,,,mobile
3573265,DP-7dd4a0e2fd2b9859,Unknown,,,mobile
3573273,DP-7dd4a0e2fd2b9859,Unknown,,,mobile
3573274,DP-9dcc9f1b2db73dc8,New,,,desktop
3573280,DP-c9766b3d95ca8ec4,New,,,mobile
3573283,DP-0d6d1163fe6d73d8,New,,,desktop
3573285,DP-5b5ac0c4dac48ce0,New,,,desktop
3573287,DP-304e439a88e0dd23,New,,,mobile
3573289,DP-a86da42146527ee4,New,,,mobile
3573295,DP-fef9348988bfa175,Found,,match_status:2,desktop
3573299,DP-c3605f344ceff67e,New,,match_status:1,mobile
3573300,DP-c3605f344ceff67e,Found,,match_status:1,mobile
3573303,DP-7dd4a0e2fd2b9859,Unknown,,,mobile
3573305,DP-a617d89bb8358782,New,,,mobile
3573309,DP-0d6d1163fe6d73d8,New,,,desktop
3573312,DP-0b12dddb1c62b81e,New,,,mobile
3573315,DP-0b12dddb1c62b81e,Found,,,mobile
3573316,DP-0b12dddb1c62b81e,Found,,,mobile
3573318,DP-f325a87c68c328b4,New,,,desktop
