device_profile_id,device_type,device_info,os,browser,screen,txn_count,customer_count,card_count,specificity
DP-edc252be51fedc4e,mobile,XT1563 Build/MPDS24.107-52-5,,chrome 62.0 for android,,1,1,1,1.0
DP-edc6b42d6a79ecad,mobile,TA-1027 Build/OPR1.170623.026,,,,3,1,1,1.0
DP-edc9afcbf18d8285,desktop,MacOS,Mac OS X 10_11_5,chrome 65.0,5120x2880,1,1,1,1.0
DP-edd04559d425baec,mobile,SM-G950U Build/R16NW,Android 8.0.0,chrome 65.0 for android,2960x1440,1,1,1,1.0
DP-edd390125b3b2b0d,mobile,SAMSUNG-SM-J327A Build/NRD90M,Android 7.0,chrome 63.0 for android,1280x720,3,3,3,0.3333333333333333
DP-edd720ccb7368f1a,desktop,rv:58.0,Mac OS X 10.12,firefox 58.0,1440x900,4,3,3,0.3333333333333333
DP-ede3d6f499ce267c,mobile,SAMSUNG SM-G955U Build/NRD90M,,samsung browser generic,,1,1,1,1.0
DP-ede8f858197b94ec,mobile,SM-G935V Build/NRD90M,Android 7.0,chrome 65.0 for android,2560x1440,1,1,1,1.0
DP-edebbfc5c6163df7,mobile,SM-N950U Build/NMF26X,Android 7.1.1,android webview 4.0,1920x1080,1,1,1,1.0
DP-edf3d3cee1a1f42f,desktop,rv:58.0,Mac OS X 10.10,firefox 58.0,2560x1600,8,2,2,0.5
DP-edfdc2f50c8de99c,mobile,Ilium X510 Build/MRA58K,,chrome 63.0 for android,,4,3,3,0.3333333333333333
DP-ee11b5e7331d43a6,desktop,MacOS,Mac OS X 10_13_2,chrome 64.0,1280x800,2,2,2,0.5
DP-ee15042a5c7d612c,mobile,LGLK430,Android,chrome generic,,1,1,1,1.0
DP-ee2107935ba38ed2,mobile,D5316 Build/19.4.A.0.182,,android browser 4.0,,2,1,1,1.0
DP-ee2e3b0921333b6c,mobile,LIMIT,,chrome generic for android,,1,1,1,1.0
DP-ee34489b6fb83021,mobile,SM-G530H Build/LRX22G,,chrome 64.0 for android,,16,7,7,0.14285714285714285
DP-ee3a9b099ba68820,mobile,SM-G390F,,chrome 64.0 for android,,2,1,1,1.0
DP-ee3cb8a141dd6ab3,mobile,KIW-L24,,chrome 65.0 for android,,1,1,1,1.0
DP-ee3e018b0949eca9,desktop,MacOS,Mac OS X 10_10_5,chrome 63.0,1152x720,2,2,2,0.5
DP-ee3e88392a0a4d06,desktop,rv:52.0,Windows 10,firefox 52.0,1920x1080,1,1,1,1.0
DP-ee4b8228942561d6,mobile,HTC Desire 530 Build/MMB29M,,chrome 63.0 for android,,15,9,9,0.1111111111111111
DP-ee4baf0859802663,mobile,iOS Device,iOS 11.1.0,chrome 63.0 for ios,2048x1536,2,2,2,0.5
DP-ee4e5663780164a3,desktop,MDDRJS,Windows 7,ie 11.0 for desktop,1366x768,1,1,1,1.0
DP-ee5112e94ce14e56,desktop,rv:57.0,Mac OS X 10.12,firefox 57.0,1920x1200,3,3,3,0.3333333333333333
DP-ee561d1bb6cd811d,mobile,LG-H500 Build/LRX21Y,,chrome 65.0 for android,,4,4,4,0.25
DP-ee591eba0fa88908,mobile,SM-J727P,,chrome 63.0 for android,,1,1,1,1.0
DP-ee593fb9cc965139,mobile,Android 5.1.1,,chrome generic,,6,2,2,0.5
DP-ee62c5c4c426cac9,desktop,Windows,Windows 7,chrome generic,1025x768,1,1,1,1.0
DP-ee65bbda5ddeef1d,mobile,SM-G935V Build/NRD90M,Android 7.0,chrome 63.0 for android,1280x720,1,1,1,1.0
DP-ee65e6b40c28452a,desktop,Windows,Windows 10,firefox 57.0,3360x2100,3,1,1,1.0
DP-ee72b8f4ac197063,mobile,2PYB2,,chrome 66.0 for android,,1,1,1,1.0
DP-ee7416858063fd5a,mobile,Joy,,android webview 4.0,,1,1,1,1.0
DP-ee7b37e03ed210fd,mobile,SAMSUNG SM-G920P Build/NRD90M,,samsung browser 6.2,,1,1,1,1.0
DP-ee82e1384d1eccab,mobile,M4 SS4456 Build/LMY47V,,chrome 66.0 for android,,17,9,9,0.1111111111111111
DP-ee9f0d210450c978,mobile,iOS Device,iOS 11.1.1,mobile safari generic,1334x750,44,31,31,0.03225806451612903
DP-eea052a6a0be81ae,mobile,SM-N950U Build/NMF26X,Android 7.1.1,chrome 63.0 for android,2960x1440,3,3,3,0.3333333333333333
DP-eea0d343e23ed015,mobile,Pixel XL Build/OPM1.171019.021,Android 8.1.0,chrome 65.0 for android,2562x1442,5,3,3,0.3333333333333333
DP-eea767ea5f745856,mobile,iris 870 Build/MRA58K,,chrome 49.0 for android,,1,1,1,1.0
DP-eeb1340fe8888be3,mobile,BLADE A602 Build/MRA58K,,chrome 53.0 for android,,1,1,1,1.0
DP-eeb713d006090bdd,mobile,Moto C Build/NRD90M.070,,chrome 66.0 for android,,1,1,1,1.0
DP-eeb98e95dbb8988b,mobile,SAMSUNG SM-G550T1 Build/MMB29K,,samsung browser 6.4,,9,6,6,0.16666666666666666
DP-eebc309d6d43dbf1,mobile,SM-G550T1 Build/MMB29K,Android 6.0.1,chrome 59.0 for android,1280x720,1,1,1,1.0
DP-eec0668306ed6f00,mobile,LG-V410,,chrome 62.0 for android,,1,1,1,1.0
DP-eec8e44dad1c725b,mobile,Venue,Android 5.0.2,chrome 63.0 for android,1280x800,1,1,1,1.0
DP-eeca3433b1b8c2d0,desktop,rv:59.0,Mac OS X 10.13,firefox 59.0,5120x2880,1,1,1,1.0
DP-eeca3d773fd2c190,desktop,Windows,Windows 10,edge 15.0,1920x1080,343,205,205,0.004878048780487805
DP-eecbb05a85ad643d,mobile,iOS Device,iOS 10.3.3,chrome 65.0 for ios,2048x1536,3,2,2,0.5
DP-eecd7fdce0270cd8,mobile,GT-N8000,,chrome 63.0 for android,,1,1,1,1.0
DP-eed02eb9bf208792,mobile,iOS Device,iOS 9.3.5,chrome 63.0 for ios,2048x1536,4,3,3,0.3333333333333333
DP-eed79f56a77378f5,desktop,MacOS,Mac OS X 10_10_5,chrome 61.0,1280x800,13,7,7,0.14285714285714285
DP-eee6cc3496c20ec5,mobile,SM-A710M Build/LMY47X,,chrome 60.0 for android,,1,1,1,1.0
DP-eeec78c948aca907,mobile,Swift,,chrome 65.0 for android,,1,1,1,1.0
DP-eeee94f5e32ff8e0,mobile,LG-LS777 Build/NRD90U,Android 7.0,chrome 63.0 for android,1280x720,1,1,1,1.0
DP-eeff80c2578aac4a,desktop,Windows,Windows 10,edge 13.0,2736x1824,2,2,2,0.5
DP-ef133b6f881b34ac,desktop,iOS Device,iOS 9.3.5,,1136x640,1,1,1,1.0
DP-ef155ae4294a134e,mobile,Aquaris,,chrome 64.0 for android,,2,1,1,1.0
DP-ef24a1900c14934e,desktop,MacOS,Mac OS X 10_12_6,safari 10.0,1440x900,1,1,1,1.0
DP-ef26dcb954db5b20,desktop,MacOS,Mac OS X 10_6_8,chrome 49.0,2560x1440,2,2,2,0.5
DP-ef2e33965870d077,mobile,K88 Build/MMB29M,Android 6.0.1,chrome 60.0 for android,,9,2,2,0.5
DP-ef2e4239b3a51f7c,desktop,Windows,Windows 7,ie 11.0 for desktop,1279x1023,1,1,1,1.0
DP-ef3bca9f397481a1,mobile,,,android webview 4.0,,60,17,17,0.058823529411764705
DP-ef3d4f6434a2785e,mobile,SM-J320V Build/MMB29M,Android 6.0.1,chrome 50.0 for android,1280x720,1,1,1,1.0
DP-ef461487c2964793,mobile,LG-K200 Build/MXB48T,,chrome generic for android,,15,8,8,0.125
DP-ef49372944394fb9,desktop,Windows,Windows 8,chrome 62.0,1920x1080,3,3,3,0.3333333333333333
DP-ef50ad8466a84c72,mobile,SAMSUNG SM-J727T1 Build/NRD90M,Android 7.0,samsung browser 6.2,1280x720,1,1,1,1.0
DP-ef546a39f71c8320,mobile,iOS Device,iOS 11.2.5,mobile safari generic,2224x1668,8,7,7,0.14285714285714285
DP-ef58df4e96c962b0,mobile,SM-G360V Build/LMY48B,Android 5.1.1,chrome 63.0 for android,801x480,1,1,1,1.0
DP-ef6322bed0909077,mobile,Moto G (4) Build/NPJ25.93-14.5,,chrome generic,,77,24,24,0.041666666666666664
DP-ef64da84561a1f36,desktop,MacOS,Mac,safari generic,1152x720,2,1,1,1.0
DP-ef66075ec30fc893,mobile,HTC Desire 626s Build/LMY47O,Android,chrome 64.0 for android,1280x720,1,1,1,1.0
DP-ef7b97fcba4933e1,desktop,Trident/7.0,Windows 7,ie 11.0 for desktop,1280x620,1,1,1,1.0
DP-ef7de88e0fe11cf4,mobile,LG-M210 Build/NRD90U,Android 7.0,chrome 65.0 for android,1280x720,1,1,1,1.0
DP-ef87dd2dd612363d,mobile,LG-H990 Build/NRD90M,Android 7.0,chrome 63.0 for android,2560x1440,1,1,1,1.0
DP-ef8ee537e8d7317e,mobile,CRO-L03 Build/HUAWEICRO-L03,,chrome 66.0 for android,,3,3,3,0.3333333333333333
DP-ef9caa6d0874c4b3,desktop,MacOS,Mac OS X 10_12_5,safari generic,1680x1050,1,1,1,1.0
DP-efa1c47fe4d40ffc,mobile,SM-T530NU Build/LRX22G,Android 5.0.2,chrome 64.0 for android,1280x800,1,1,1,1.0
DP-efa27adc9fd27cc9,desktop,Windows,Windows 7,,1024x768,1,1,1,1.0
DP-efa42b81c699d608,mobile,GT-I9060L Build/JDQ39,,chrome 65.0 for android,,1,1,1,1.0
DP-efa48e777361f667,mobile,SM-G900V Build/MMB29M,Android 6.0.1,chrome 57.0 for android,1920x1080,1,1,1,1.0
DP-efa731a2bd00868b,desktop,Windows,Windows 10,chrome 61.0,1920x1200,1,1,1,1.0
DP-efb00bd35a11fa2f,mobile,BLA-L29 Build/HUAWEIBLA-L29,,chrome 65.0 for android,,1,1,1,1.0
DP-efb6f31ddbdfe4a2,mobile,LG-H811 Build/MRA58K,Android 6.0,chrome 63.0 for android,2560x1440,2,2,2,0.5
DP-efbcfc65ce9d16f7,mobile,COVET Build/NRD90M,,chrome 65.0 for android,,1,1,1,1.0
DP-efc1a2e1a6ba6946,mobile,P008 Build/NRD90M,Android 7.0,chrome 65.0 for android,2049x1536,7,2,2,0.5
DP-efc1c552524c6726,mobile,LG-D693n Build/LRX22G,,chrome generic,,13,9,9,0.1111111111111111
DP-efcacfa80a3fcf5a,desktop,Windows,Windows 7,chrome 65.0,1920x1201,1,1,1,1.0
DP-efd0336fabd07376,mobile,LG-X165g Build/LRX21M,,chrome 62.0 for android,,1,1,1,1.0
DP-efd137bc75c06fc7,desktop,,,chrome 56.0,,17,11,11,0.09090909090909091
DP-efd1a7ab3586b20f,mobile,HTC Desire 10 lifestyle Build/MMB29M,,chrome 61.0 for android,,1,1,1,1.0
DP-efddc6b671be6dae,mobile,G3223 Build/42.0.A.4.101,,chrome 66.0 for android,,1,1,1,1.0
DP-efe04e4a7508ee94,mobile,HTC One A9 Build/NRD90M,,chrome 64.0 for android,,1,1,1,1.0
DP-efe3377575e1bd3e,desktop,Linux x86_64,,firefox 56.0,,6,3,3,0.3333333333333333
DP-efecd9a813efbd36,mobile,G3223,,chrome 56.0 for android,,1,1,1,1.0
DP-eff101a1e90c34f9,desktop,Windows,Windows 10,edge 17.0,1366x768,6,5,5,0.2
DP-eff72e4160cd5f1f,desktop,rv:11.0,Windows 7,ie 11.0 for desktop,1440x900,34,27,27,0.037037037037037035
DP-effc2d2e78b3241a,mobile,SM-J700M Build/LMY48B,,chrome 51.0 for android,,1,1,1,1.0
DP-effef193e02c3140,mobile,8050G Build/LMY47I,,chrome 65.0 for android,,7,5,5,0.2
DP-f002d9e60f0a0125,mobile,SAMSUNG-SM-G890A Build/NRD90M,Android 7.0,chrome 66.0 for android,2560x1440,2,2,2,0.5
DP-f00a19187153c5fe,mobile,SM-N910T3,,chrome 63.0 for android,,1,1,1,1.0
DP-f019f8677e70f882,desktop,Windows NT 6.1,Windows 7,ie,1440x900,1,1,1,1.0
DP-f03fed6ef2ef1ab0,mobile,BLU ENERGY X PLUS Build/LRX21M,,chrome 55.0 for android,,1,1,1,1.0
DP-f04cc474514c33e5,mobile,SAMSUNG SM-G930T Build/NRD90M,,samsung browser 6.4,,2,1,1,1.0
DP-f04dfb69ce81445e,desktop,Windows,Windows 7,chrome 65.0,1921x1080,3,1,1,1.0
DP-f04e76db1eb8d2cd,desktop,Windows,Windows 8.1,chrome 63.0,,12,10,10,0.1
DP-f05144e7e0e17431,desktop,MacOS,Mac OS X 10_11_6,safari 11.0,1366x768,2,2,2,0.5
DP-f051e6f258522488,mobile,CAM-L03 Build/HUAWEICAM-L03,,chrome 65.0 for android,,24,13,13,0.07692307692307693
DP-f0523e2d419969b9,desktop,SM-G531H Build/LMY48B,,chrome generic,,10,7,7,0.14285714285714285
DP-f05512eb7ef6d0bc,mobile,LG-D693n,,chrome 62.0 for android,,1,1,1,1.0
DP-f05cf36d7ed536d2,mobile,Blade V6 Plus Build/MRA58K,,chrome 50.0 for android,,2,1,1,1.0
DP-f0619012d78defe1,desktop,Windows,Windows XP,firefox 52.0,1280x1024,7,6,6,0.16666666666666666
DP-f066da551381190f,mobile,iris 870 Build/MRA58K,,chrome 63.0 for android,,1,1,1,1.0
DP-f069b87fe5d07dd5,desktop,Windows,Windows 10,edge 16.0,1920x1200,31,24,24,0.041666666666666664
DP-f06ab57514a01445,mobile,SM-G928G Build/MMB29K,,chrome 66.0 for android,,1,1,1,1.0
DP-f08e01f9d6cc1236,desktop,MacOS,Mac OS X 10_13_2,chrome 49.0,1440x900,2,1,1,1.0
DP-f097470985bb6be7,mobile,Moto C Build/NRD90M.063,,chrome generic for android,,1,1,1,1.0
DP-f0977c5ce2e83c54,desktop,,Linux,chrome 64.0,1920x1080,34,6,6,0.16666666666666666
DP-f0985a897f926d93,mobile,,Android,samsung browser 6.2,1280x720,1,1,1,1.0
DP-f09b544f31a415a8,mobile,iOS Device,iOS,mobile,1024x768,6,4,4,0.25
DP-f09f3eca40c60519,mobile,SM-S902L,Android 4.4.2,chrome 66.0 for android,1920x1080,1,1,1,1.0
DP-f0a02b53c5c10230,mobile,Ilium L910 Build/MRA58K,,chrome 65.0 for android,,7,2,2,0.5
DP-f0ad4f23d88327f4,mobile,Hisense F20 Build/MMB29M,,chrome 59.0 for android,,2,1,1,1.0
DP-f0b9c85889858eac,mobile,LG-D693n Build/LRX22G,,chrome 61.0 for android,,7,3,3,0.3333333333333333
DP-f0babfacf160436d,desktop,Windows,Windows 10,edge 15.0,3000x2000,5,4,4,0.25
DP-f0c6349b8b724747,desktop,MacOS,Mac OS X 10_13_3,chrome 63.0,1440x900,6,5,5,0.2
DP-f0c958d5cf8eef5b,desktop,Windows,Windows 10,chrome 60.0,1280x1024,10,6,6,0.16666666666666666
DP-f0d27c0445a71393,mobile,SM-G610M Build/NRD90M,,chrome 63.0 for android,,4,4,4,0.25
DP-f0d54efbd16c8b73,mobile,Lenovo K33b36 Build/NRD90N,,chrome 64.0 for android,,7,6,6,0.16666666666666666
DP-f0dbe81b19e6f601,mobile,SM-G935T Build/NRD90M,Android 7.0,chrome 64.0 for android,1920x1080,2,2,2,0.5
DP-f0e20501021b0a81,desktop,MacOS,Mac OS X 10_13_1,safari generic,5120x2880,34,26,26,0.038461538461538464
DP-f0ee9ae42871b221,mobile,SM-A710M Build/NRD90M,,chrome 64.0 for android,,1,1,1,1.0
DP-f1012fc6fff5ccc7,mobile,SM-G930P Build/NRD90M,Android 7.0,chrome 63.0 for android,2560x1440,1,1,1,1.0
DP-f10237232f751ee7,mobile,SM-T217S Build/KOT49H,Android 4.4.2,chrome 64.0 for android,1024x600,4,1,1,1.0
DP-f116c1859349a554,desktop,Windows,Windows 8,chrome,1280x1024,1,1,1,1.0
DP-f1269b1cc714c5b6,mobile,,Android,chrome 62.0,1920x1080,7,5,5,0.2
DP-f12727f7736ac111,desktop,Windows,Windows 10,firefox 57.0,1600x1200,1,1,1,1.0
DP-f133c3aba0f06d4d,mobile,LG-K530 Build/MMB29M,,chrome 66.0 for android,,3,3,3,0.3333333333333333
DP-f135560785e271ff,desktop,MacOS,Mac OS X 10_13_1,chrome 65.0,1366x768,4,2,2,0.5
DP-f13a5c07405d857f,mobile,E5506 Build/29.2.A.0.166,,chrome 62.0 for android,,1,1,1,1.0
DP-f13b558ecfebe2bf,desktop,Windows,Windows 8.1,chrome 66.0,1280x1024,2,2,2,0.5
DP-f13f502ba70820ae,desktop,MacOS,Mac OS X 10_12_6,chrome 59.0,1280x800,1,1,1,1.0
DP-f13f96e06c76c9f8,mobile,SAMSUNG,,other,,2,2,2,0.5
DP-f145a904e2d5c1bf,desktop,MacOS,Mac OS X 10_12_6,chrome 57.0,3360x2100,1,1,1,1.0
DP-f149738b73cf6e42,mobile,SM-G950U Build/R16NW,Android 8.0.0,chrome 66.0 for android,2220x1080,22,16,16,0.0625
DP-f1561243d7bc2481,mobile,,,facebook,,1,1,1,1.0
DP-f1565fed09294496,desktop,MacOS,Mac OS X 10_11_6,chrome 61.0,4096x2304,3,3,3,0.3333333333333333
DP-f1581b8500cfa598,desktop,MacOS,Mac OS X 10_13_1,chrome 59.0,1440x900,1,1,1,1.0
DP-f15a338f2de71673,mobile,iOS Device,iOS 9.3.5,google,2048x1536,1,1,1,1.0
DP-f165f07886c02d34,desktop,Windows,Windows 7,chrome 64.0,1152x864,1,1,1,1.0
DP-f16a7dc78c3d63eb,mobile,SM-T818V,Android 7.0,chrome 62.0 for android,,1,1,1,1.0
DP-f16b43555929af93,desktop,MacOS,Mac,chrome 62.0,2560x1600,7,7,7,0.14285714285714285
DP-f16c6d47314b9f9a,mobile,Z835 Build/NMF26V,Android 7.1.1,other,855x480,9,9,9,0.1111111111111111
DP-f16e40b2e7fd2dac,mobile,SAMSUNG SM-J120H Build/LMY47V,,chrome generic,,20,10,10,0.1
DP-f16e440276119005,mobile,Z813 Build/LMY47O,,chrome 65.0 for android,,2,2,2,0.5
DP-f16e7c4c09729683,mobile,A3-A20,,chrome 66.0 for android,,1,1,1,1.0
DP-f182bd485fa26aec,desktop,Windows,Windows 10,edge 15.0,1366x768,328,161,161,0.006211180124223602
DP-f185b45d11e0cf6e,mobile,Lenovo A2016b30 Build/MRA58K,,chrome 58.0 for android,,2,1,1,1.0
DP-f18b35bc0a407c77,mobile,SAMSUNG-SM-N900A,,chrome 62.0 for android,,3,2,2,0.5
DP-f18e64c352932524,mobile,SM-S727VL Build/MMB29M,Android 6.0.1,chrome 63.0 for android,1280x720,4,2,2,0.5
DP-f190f27d2115c6fe,mobile,Archos,,chrome 66.0 for android,,1,1,1,1.0
DP-f192923a9a4398e2,mobile,BAC-L03 Build/HUAWEIBAC-L03,,chrome generic for android,,12,8,8,0.125
DP-f199bff95de31c5f,mobile,SM-G955U Build/R16NW,Android 8.0.0,chrome 65.0 for android,2220x1080,1,1,1,1.0
DP-f1a17a871a25f5f5,mobile,SM-S727VL Build/MMB29M,Android 6.0.1,chrome 65.0 for android,1280x720,1,1,1,1.0
DP-f1b0d9d2a6c0e662,mobile,Nexus,Android 7.1.1,chrome 63.0 for android,2048x1536,1,1,1,1.0
DP-f1b29b327bb83382,mobile,Ilium X520 Build/NRD90M,,chrome 58.0 for android,,2,2,2,0.5
DP-f1b5b183a131e66f,mobile,,Android 6.0.1,android webview 4.0,1920x1080,1,1,1,1.0
DP-f1bbfe34741eb9de,mobile,Lenovo PB2-670Y Build/MRA58K,,chrome 61.0 for android,,2,2,2,0.5
DP-f1ca993deb8b7917,mobile,,,mobile safari 9.0,,154,70,70,0.014285714285714285
DP-f1ccfb79c0c6868d,mobile,SM-G928G Build/NRD90M,,chrome generic for android,,5,3,3,0.3333333333333333
DP-f1ddb5a101d813c6,desktop,MacOS,Mac,chrome 64.0,1366x768,1,1,1,1.0
DP-f1defc71539e20a6,mobile,4003A,,chrome 53.0 for android,,1,1,1,1.0
DP-f1df81243c6b2751,mobile,SM-G850M Build/LRX22G,,chrome 64.0 for android,,1,1,1,1.0
DP-f1e2e749e1810667,desktop,rv:48.0,Mac OS X 10.13,firefox 48.0,1440x900,1,1,1,1.0
DP-f1e625a548d210e4,mobile,iOS Device,iOS 11.2.6,chrome,2048x1536,2,2,2,0.5
DP-f1f5a7795dbac648,mobile,SAMSUNG-SGH-I337,,chrome 64.0 for android,,1,1,1,1.0
DP-f1f5e3d94ecda632,mobile,LG-D331 Build/LRX22G,,chrome 64.0 for android,,10,6,6,0.16666666666666666
DP-f1f93c5a39e75ba6,desktop,Windows,Windows 7,ie 11.0 for desktop,1440x900,24,16,16,0.0625
DP-f1ff1f8f71a68a3a,mobile,SM-N910F Build/MMB29M,,chrome 66.0 for android,,1,1,1,1.0
DP-f2009b53b8bed3d4,desktop,Windows,Windows 7,firefox 59.0,1680x1050,8,7,7,0.14285714285714285
DP-f2077a2b5702e080,mobile,SM-E500M Build/KTU84P,,chrome 66.0 for android,,2,2,2,0.5
DP-f213bab410ff213c,mobile,SM-J730G Build/NRD90M,,chrome 64.0 for android,,3,2,2,0.5
DP-f215937843882512,mobile,GT-I9060L Build/JDQ39,,chrome 63.0 for android,,1,1,1,1.0
DP-f21819e9ff03d254,mobile,HTC Desire 10 lifestyle Build/MMB29M,,chrome 64.0 for android,,9,8,8,0.125
DP-f2187ed61799fdd4,desktop,MacOS,Mac OS X 10_7_5,chrome 49.0,1600x900,1,1,1,1.0
DP-f21ebd6e7012ee04,desktop,Windows,Windows 10,firefox generic,1920x1080,18,10,10,0.1
DP-f221e97ad9cb618f,mobile,GT-I8190L Build/JZO54K,,chrome 52.0 for android,,1,1,1,1.0
DP-f22cbeb679b4e5a5,mobile,SM-G955W,,chrome generic for android,,1,1,1,1.0
DP-f2389c8e164f4b00,mobile,SM-T560 Build/KTU84P,,chrome,,1,1,1,1.0
DP-f23ce977ed25f795,desktop,Windows,Windows 7,firefox 60.0,2048x1152,1,1,1,1.0
DP-f24785f59bfd44af,desktop,Windows,Windows 10,edge 16.0,1918x1080,1,1,1,1.0
DP-f24ab99697d422b0,desktop,Windows,,chrome 56.0,,12,4,4,0.25
DP-f24ade7c2e6d575f,mobile,,,mobile safari 10.0,,612,220,220,0.004545454545454545
DP-f24d63001c2ca613,desktop,Windows,Windows 10,chrome 66.0,1366x768,201,112,112,0.008928571428571428
DP-f24fe1ab82eff516,mobile,HUAWEI VNS-L31 Build/HUAWEIVNS-L31,,chrome 64.0 for android,,2,2,2,0.5
DP-f2577afe2c0a8f90,mobile,,Android,chrome 59.0,1280x720,1,1,1,1.0
DP-f259718e60929c4e,mobile,SM-G955U Build/R16NW,Android 8.0.0,chrome generic for android,2220x1081,8,4,4,0.25
DP-f2646b6171db840b,mobile,SM-T710 Build/NRD90M,,chrome generic for android,,1,1,1,1.0
DP-f2756d14e5567a2a,mobile,iOS Device,iOS 11.3.0,google search application 48.0,2048x1536,3,3,3,0.3333333333333333
DP-f28399c54f14d9e7,desktop,MacOS,Mac OS X 10_12_4,chrome 64.0,1440x900,2,1,1,1.0
DP-f283d53b666723a7,desktop,Windows,Windows 10,edge 14.0,3000x2000,3,2,2,0.5
DP-f28676725e2f9d80,mobile,LG-H820,,chrome 65.0 for android,,2,1,1,1.0
DP-f294a1023dda679a,mobile,Redmi Note 3 Build/MMB29M,,chrome 54.0 for android,,1,1,1,1.0
DP-f2a3a06accf55fef,mobile,iOS Device,iOS 11.0.3,mobile safari generic,1136x640,10,9,9,0.1111111111111111
DP-f2a544bcebe8a943,mobile,LGMS330 Build/LMY47V,Android 5.1.1,chrome 62.0 for android,855x480,2,2,2,0.5
DP-f2ae8b926ee6434c,desktop,Windows,Windows 10,edge 17.0,2736x1824,2,2,2,0.5
DP-f2b4d71b1ddd7d4f,desktop,Windows,Windows 10,opera,1600x900,2,2,2,0.5
DP-f2b73261beb75d71,mobile,SM-J7108,,chrome 66.0 for android,,1,1,1,1.0
DP-f2bbca9ae2bdbe78,desktop,Windows,Windows 10,edge 14.0,1600x1200,1,1,1,1.0
DP-f2c4df88bb8cbe1f,mobile,HUAWEI VNS-L53 Build/HUAWEIVNS-L53,,chrome 65.0 for android,,17,10,10,0.1
DP-f2c5ba7064bb8d85,desktop,Trident/7.0,Windows 10,ie 11.0 for tablet,3840x2160,2,2,2,0.5
DP-f2d3ffcbe37d3f5a,mobile,SAMSUNG SM-J701M Build/NRD90M,,samsung browser 6.2,,20,8,8,0.125
DP-f2d62a39af448914,mobile,iOS Device,iOS 11.1.2,mobile safari uiwebview,2208x1242,3,3,3,0.3333333333333333
DP-f2db51f34100352f,mobile,RCT6303W87M7 Build/MRA58K,Android 6.0,chrome 56.0 for android,1280x800,1,1,1,1.0
DP-f2e6cd186741cc8a,mobile,G3223,,chrome generic for android,,2,1,1,1.0
DP-f2e832443a563ce2,desktop,Windows,Windows 10,chrome 65.0,2560x1440,24,15,15,0.06666666666666667
DP-f2f16da4626a9548,desktop,MacOS,Mac OS X 10_12_6,chrome 61.0,,1,1,1,1.0
DP-f2fdc31d7b2d7b8a,mobile,SM-G935F Build/MMB29K,,chrome 62.0 for android,,1,1,1,1.0
DP-f3022eda2176ab49,desktop,MacOS,Mac OS X 10_10_5,safari generic,2560x1600,134,89,89,0.011235955056179775
DP-f3038328e0ba3e64,mobile,SAMSUNG SM-G950F Build/NRD90M,,samsung browser 6.4,,12,11,11,0.09090909090909091
DP-f30847b82d841061,desktop,rv:56.0,Mac OS X 10.10,firefox 56.0,2560x1440,1,1,1,1.0
DP-f30afde15d175397,desktop,Windows,Windows 7,chrome 56.0,1280x1024,3,3,3,0.3333333333333333
DP-f30d63fb55fd6bf1,mobile,HTC One mini Build/KOT49H,,chrome 65.0 for android,,1,1,1,1.0
DP-f3139b115fd94bfd,mobile,SM-G920V Build/MMB29K,Android 6.0.1,chrome 60.0 for android,2560x1440,1,1,1,1.0
DP-f31ec036281a6df9,mobile,SM-G930V Build/NRD90M,Android 7.0,chrome 63.0 for android,1280x720,3,3,3,0.3333333333333333
DP-f325a87c68c328b4,desktop,rv:47.0,,firefox 47.0,,10,7,7,0.14285714285714285
DP-f325f4fc28c75d5c,desktop,MacOS,Mac OS X 10_10_5,chrome 65.0,3360x2100,1,1,1,1.0
DP-f329ea376e3d77d4,mobile,LGMS395,Android 4.4.2,chrome 65.0 for android,801x480,1,1,1,1.0
DP-f32a87aa74aecadc,desktop,rv:52.0,Linux,firefox 52.0,1920x1080,2,2,2,0.5
DP-f32ef55d145ed0a9,desktop,MacOS,Mac OS X 10_11_6,chrome 63.0,3840x2160,1,1,1,1.0
DP-f33d02a6c4aedb1a,mobile,SM-J200H,,chrome 63.0 for android,,1,1,1,1.0
DP-f3411b4cfaed3b56,mobile,Mi A1 Build/OPR1.170623.026,,opera,,3,1,1,1.0
DP-f34520a41979ea39,mobile,SM-A500M Build/LRX22G,,chrome 65.0 for android,,1,1,1,1.0
DP-f3473a187a7c112f,mobile,HUAWEI CUN-L03 Build/HUAWEICUN-L03,,chrome 61.0 for android,,2,2,2,0.5
DP-f3489009da1709a1,mobile,LG-H931,Android 7.1.2,firefox,,1,1,1,1.0
DP-f357962139691e3c,desktop,Windows,,chrome 62.0,,1424,227,227,0.004405286343612335
DP-f35a414602f168e2,mobile,iOS Device,iOS 11.2.1,mobile safari uiwebview,1334x750,4,4,4,0.25
DP-f35ef89b9343867a,mobile,Alcatel_5098O Build/MMB29M,,chrome 62.0 for android,,1,1,1,1.0
DP-f363b7b78b20c307,mobile,SM-P600 Build/LMY47X,Android 5.1.1,chrome 61.0 for android,2560x1600,1,1,1,1.0
DP-f3669b947de43eb2,mobile,Z956 Build/MMB29M,Android 6.0.1,chrome 64.0 for android,1280x720,1,1,1,1.0
DP-f36b3f959c3a3d3f,mobile,SM-A500M Build/LRX22G,,chrome 62.0 for android,,3,2,2,0.5
DP-f36c78f1f87dba21,mobile,Lenovo K33b36 Build/MMB29M,,chrome 62.0 for android,,1,1,1,1.0
