card_id,card1_num,customer_id
C09801-K1,13308,C09801
C09802-K1,22115,C09802
C09803-K1,12917,C09803
C09804-K1,11564,C09804
C09805-K1,13623,C09805
C09806-K1,17268,C09806
C09807-K1,14126,C09807
C09808-K1,13221,C09808
C09809-K1,17638,C09809
C09810-K1,17790,C09810
C09811-K1,11481,C09811
C09812-K1,21306,C09812
C09813-K1,14340,C09813
C09814-K1,19370,C09814
C09815-K1,15103,C09815
C09816-K1,18871,C09816
C09817-K1,14098,C09817
C09818-K1,14269,C09818
C09819-K1,19399,C09819
C09820-K2,18266,C09820
C09821-K1,21622,C09821
C09822-K1,17380,C09822
C09823-K1,14174,C09823
C09824-K1,23352,C09824
C09825-K1,16059,C09825
C09826-K1,18151,C09826
C09827-K1,15051,C09827
C09828-K1,20686,C09828
C09829-K1,10520,C09829
C09830-K1,21023,C09830
C09831-K1,15333,C09831
C09832-K1,19386,C09832
C09833-K1,15474,C09833
C09834-K1,20253,C09834
C09835-K1,10149,C09835
C09836-K1,16230,C09836
C09837-K1,22763,C09837
C09838-K1,15915,C09838
C09839-K1,13391,C09839
C09840-K1,10540,C09840
C09841-K1,12672,C09841
C09842-K1,16500,C09842
C09843-K1,14176,C09843
C09844-K1,18780,C09844
C09845-K1,17159,C09845
C09846-K1,18188,C09846
C09847-K1,19935,C09847
C09848-K2,23159,C09848
C09849-K1,12781,C09849
C09850-K1,18548,C09850
C09851-K1,16181,C09851
C09852-K1,22089,C09852
C09853-K1,14154,C09853
C09854-K1,16575,C09854
C09855-K2,21338,C09855
C09856-K1,22013,C09856
C09857-K1,20650,C09857
C09858-K1,18456,C09858
C09859-K1,17165,C09859
C09860-K1,11977,C09860
C09861-K1,11978,C09861
C09862-K1,18842,C09862
C09863-K1,13044,C09863
C09864-K1,22877,C09864
C09865-K1,13394,C09865
C09866-K1,13861,C09866
C09867-K1,10237,C09867
C09868-K1,13856,C09868
C09869-K1,14092,C09869
C09870-K1,13320,C09870
C09871-K1,14063,C09871
C09872-K1,22474,C09872
C09873-K1,23282,C09873
C09874-K1,17414,C09874
C09875-K1,14720,C09875
C09876-K1,20129,C09876
C09877-K1,19802,C09877
C09878-K1,18112,C09878
C09879-K1,16476,C09879
C09880-K1,11723,C09880
C09881-K1,13653,C09881
C09882-K1,16843,C09882
C09883-K1,23032,C09883
C09884-K1,17644,C09884
C09885-K1,10447,C09885
C09886-K1,14323,C09886
C09887-K1,15768,C09887
C09888-K1,10044,C09888
C09889-K1,22519,C09889
C09890-K1,15569,C09890
C09891-K1,12394,C09891
C09892-K1,11695,C09892
C09893-K1,20665,C09893
C09894-K1,21289,C09894
C09895-K1,11435,C09895
C09896-K1,13573,C09896
C09897-K1,15560,C09897
C09898-K1,19343,C09898
C09899-K1,11469,C09899
C09900-K1,11580,C09900
C09901-K1,13909,C09901
C09902-K2,22369,C09902
C09903-K1,12823,C09903
C09904-K1,22414,C09904
C09905-K1,14781,C09905
C09906-K1,22867,C09906
C09907-K1,14244,C09907
C09908-K1,14795,C09908
C09909-K1,20282,C09909
C09910-K1,20306,C09910
C09911-K1,15867,C09911
C09912-K1,20675,C09912
C09913-K1,14152,C09913
C09914-K1,21352,C09914
C09915-K1,11046,C09915
C09916-K1,13296,C09916
C09917-K1,12523,C09917
C09918-K1,16546,C09918
C09919-K1,17983,C09919
C09920-K1,20740,C09920
C09921-K1,14804,C09921
C09922-K1,13387,C09922
C09923-K1,23033,C09923
C09924-K1,21211,C09924
C09925-K1,15368,C09925
C09926-K1,20263,C09926
C09927-K1,15434,C09927
C09928-K1,22038,C09928
C09929-K1,23053,C09929
C09930-K1,19251,C09930
C09931-K1,17345,C09931
C09932-K1,13818,C09932
C09933-K2,15868,C09933
C09934-K1,16469,C09934
C09935-K1,13797,C09935
C09936-K1,17912,C09936
C09937-K1,16161,C09937
C09938-K1,19184,C09938
C09939-K1,20475,C09939
C09940-K1,16149,C09940
C09941-K1,22538,C09941
C09942-K1,18950,C09942
C09943-K1,14268,C09943
C09944-K1,12484,C09944
C09945-K1,21355,C09945
C09946-K1,19790,C09946
C09947-K1,15469,C09947
C09948-K1,13372,C09948
C09949-K1,10341,C09949
C09950-K1,16611,C09950
C09951-K1,16928,C09951
C09952-K1,11798,C09952
C09953-K1,13521,C09953
C09954-K1,18831,C09954
C09955-K1,16789,C09955
C09956-K1,22105,C09956
C09957-K1,22727,C09957
C09958-K1,14234,C09958
C09959-K1,11832,C09959
C09960-K1,22318,C09960
C09961-K1,14822,C09961
C09962-K1,22353,C09962
C09963-K1,15112,C09963
C09964-K1,23131,C09964
C09965-K1,18269,C09965
C09966-K1,18143,C09966
C09967-K1,23231,C09967
C09968-K1,11781,C09968
C09969-K1,18704,C09969
C09970-K1,22181,C09970
C09971-K1,22895,C09971
C09972-K1,20180,C09972
C09973-K1,14834,C09973
C09974-K1,11991,C09974
C09975-K1,22766,C09975
C09976-K1,23195,C09976
C09977-K1,17796,C09977
C09978-K1,14015,C09978
C09979-K1,18859,C09979
C09980-K1,12455,C09980
C09981-K2,19938,C09981
C09982-K1,16832,C09982
C09983-K1,21478,C09983
C09984-K1,15523,C09984
C09985-K1,11433,C09985
C09986-K1,16351,C09986
C09987-K1,11970,C09987
C09988-K1,11242,C09988
C09989-K1,10622,C09989
C09990-K1,18075,C09990
C09991-K1,14360,C09991
C09992-K1,10146,C09992
C09993-K1,21929,C09993
C09994-K1,20381,C09994
C09995-K1,14100,C09995
C09996-K1,17527,C09996
C09997-K1,23484,C09997
C09998-K1,14251,C09998
C09999-K1,17587,C09999
C10000-K1,17003,C10000
C10001-K1,17874,C10001
C10002-K1,14248,C10002
C10003-K1,13065,C10003
C10004-K1,13120,C10004
C10005-K1,22148,C10005
C10006-K1,18995,C10006
C10007-K1,12556,C10007
C10008-K1,17664,C10008
C10009-K1,22253,C10009
C10010-K1,20489,C10010
C10011-K1,11889,C10011
C10012-K1,17748,C10012
C10013-K1,17758,C10013
C10014-K1,17671,C10014
C10015-K1,10039,C10015
C10016-K2,10777,C10016
C10017-K1,16125,C10017
C10018-K1,11082,C10018
C10019-K1,14709,C10019
C10020-K1,20868,C10020
C10021-K1,22291,C10021
C10022-K1,20001,C10022
C10023-K1,12431,C10023
C10024-K1,10770,C10024
C10025-K1,21193,C10025
C10026-K1,13298,C10026
C10027-K1,23265,C10027
C10028-K1,11765,C10028
C10029-K1,13174,C10029
C10030-K1,13171,C10030
C10031-K1,22060,C10031
C10032-K2,10156,C10032
C10033-K1,18100,C10033
C10034-K1,21004,C10034
C10035-K1,22863,C10035
C10036-K1,10503,C10036
C10037-K1,16549,C10037
C10038-K1,21401,C10038
C10039-K1,16660,C10039
C10040-K1,12677,C10040
C10041-K1,11779,C10041
C10042-K1,22285,C10042
C10043-K1,20199,C10043
C10044-K1,13278,C10044
C10045-K1,15097,C10045
C10046-K1,19533,C10046
C10047-K1,20035,C10047
C10048-K1,17803,C10048
C10049-K1,19083,C10049
C10050-K1,13051,C10050
C10051-K1,11020,C10051
C10052-K1,16397,C10052
C10053-K1,21485,C10053
C10054-K1,13185,C10054
C10055-K1,15319,C10055
C10056-K1,13581,C10056
C10057-K1,16270,C10057
C10058-K1,20557,C10058
C10059-K1,23200,C10059
C10060-K1,13624,C10060
C10061-K1,10943,C10061
C10062-K1,17621,C10062
C10063-K1,21234,C10063
C10064-K1,13478,C10064
C10065-K1,22783,C10065
C10066-K1,16390,C10066
C10067-K1,11147,C10067
C10068-K1,16714,C10068
C10069-K1,22905,C10069
C10070-K1,22853,C10070
C10071-K1,18464,C10071
C10072-K1,21386,C10072
C10073-K1,22872,C10073
C10074-K1,19859,C10074
C10075-K1,11322,C10075
C10076-K1,22322,C10076
C10077-K1,19876,C10077
C10078-K1,10479,C10078
C10079-K1,22922,C10079
C10080-K1,12614,C10080
C10081-K1,21022,C10081
C10082-K1,20485,C10082
C10083-K1,20743,C10083
C10084-K1,21067,C10084
C10085-K1,20818,C10085
C10086-K1,17053,C10086
C10087-K1,16413,C10087
C10088-K1,21074,C10088
C10089-K1,10883,C10089
C10090-K1,16700,C10090
C10091-K1,22186,C10091
C10092-K1,19562,C10092
C10093-K1,15922,C10093
C10094-K1,15155,C10094
C10095-K1,19342,C10095
C10096-K1,21718,C10096
C10097-K1,19609,C10097
C10098-K1,16837,C10098
C10099-K1,17102,C10099
C10100-K1,11998,C10100
C10101-K1,23411,C10101
C10102-K1,21567,C10102
C10103-K1,14480,C10103
C10104-K1,18101,C10104
C10105-K1,15142,C10105
C10106-K1,18114,C10106
C10107-K1,14597,C10107
C10108-K1,23179,C10108
C10109-K1,20657,C10109
C10110-K1,16019,C10110
C10111-K1,13017,C10111
C10112-K1,11031,C10112
C10113-K1,23386,C10113
C10114-K1,23127,C10114
C10115-K1,22870,C10115
C10116-K1,14511,C10116
C10117-K1,11051,C10117
C10118-K1,22240,C10118
C10119-K1,19705,C10119
C10120-K1,23007,C10120
C10121-K1,11199,C10121
C10122-K1,10930,C10122
C10123-K1,21084,C10123
C10124-K1,18005,C10124
C10125-K1,11583,C10125
C10126-K1,10102,C10126
C10127-K2,18135,C10127
C10128-K1,17882,C10128
C10129-K1,21351,C10129
C10130-K1,17680,C10130
C10131-K1,18621,C10131
C10132-K1,22890,C10132
C10133-K1,15229,C10133
C10134-K1,14892,C10134
C10135-K1,11636,C10135
C10136-K1,20118,C10136
C10137-K2,12942,C10137
C10138-K1,15911,C10138
C10139-K1,10816,C10139
C10140-K1,11799,C10140
C10141-K1,17422,C10141
C10142-K1,15119,C10142
C10143-K1,11484,C10143
C10144-K1,10511,C10144
C10145-K1,18085,C10145
C10146-K1,11164,C10146
C10147-K1,19742,C10147
C10148-K1,16626,C10148
C10149-K1,17223,C10149
C10150-K1,11355,C10150
C10151-K1,15872,C10151
C10152-K1,15151,C10152
C10153-K1,19106,C10153
C10154-K1,19729,C10154
C10155-K1,15536,C10155
C10156-K1,14284,C10156
C10157-K1,21111,C10157
C10158-K1,14047,C10158
C10159-K1,11487,C10159
C10160-K1,15037,C10160
C10161-K1,22403,C10161
C10162-K1,13254,C10162
C10163-K1,12579,C10163
C10164-K1,14603,C10164
C10165-K1,10008,C10165
C10166-K1,12845,C10166
C10167-K1,20366,C10167
C10168-K1,23001,C10168
C10169-K1,13626,C10169
C10170-K1,12662,C10170
C10171-K1,21965,C10171
C10172-K1,17485,C10172
C10173-K1,14384,C10173
C10174-K1,10353,C10174
C10175-K1,11633,C10175
C10176-K1,20905,C10176
C10177-K1,12699,C10177
C10178-K1,10717,C10178
C10179-K1,11149,C10179
C10180-K1,20551,C10180
C10181-K1,19443,C10181
C10182-K1,23036,C10182
C10183-K1,10809,C10183
C10184-K1,22362,C10184
C10185-K1,12290,C10185
C10186-K1,15433,C10186
C10187-K1,12024,C10187
C10188-K1,11370,C10188
C10189-K1,10268,C10189
C10190-K1,13511,C10190
C10191-K1,16739,C10191
C10192-K1,17393,C10192
C10193-K2,23517,C10193
C10194-K1,13248,C10194
C10195-K1,16719,C10195
C10196-K1,20334,C10196
C10197-K1,21620,C10197
C10198-K1,18164,C10198
C10199-K1,10949,C10199
C10200-K1,18940,C10200
C10201-K1,23304,C10201
C10202-K1,13755,C10202
C10203-K1,19528,C10203
C10204-K1,10070,C10204
C10205-K1,16554,C10205
C10206-K1,15339,C10206
C10207-K1,10222,C10207
C10208-K1,14254,C10208
C10209-K1,13951,C10209
C10210-K1,19814,C10210
C10211-K1,10259,C10211
C10212-K1,20983,C10212
C10213-K1,10347,C10213
C10214-K1,21941,C10214
C10215-K1,14787,C10215
C10216-K1,17940,C10216
C10217-K1,14949,C10217
C10218-K1,12445,C10218
C10219-K1,21970,C10219
C10220-K1,13533,C10220
C10221-K1,15950,C10221
C10222-K1,16717,C10222
C10223-K1,10888,C10223
C10224-K1,22876,C10224
C10225-K1,18000,C10225
C10226-K1,21696,C10226
C10227-K1,19942,C10227
C10228-K1,17385,C10228
C10229-K1,17498,C10229
C10230-K1,18795,C10230
C10231-K1,14014,C10231
C10232-K1,15958,C10232
C10233-K1,22015,C10233
C10234-K1,15908,C10234
C10235-K1,14842,C10235
C10236-K1,11024,C10236
C10237-K1,17404,C10237
C10238-K1,10595,C10238
C10239-K1,19725,C10239
C10240-K1,15231,C10240
C10241-K1,19867,C10241
C10242-K1,23031,C10242
C10243-K1,23441,C10243
C10244-K1,11914,C10244
C10245-K1,16180,C10245
C10246-K1,15978,C10246
C10247-K1,22780,C10247
C10248-K1,20102,C10248
C10249-K1,10152,C10249
C10250-K1,23262,C10250
C10251-K1,20535,C10251
C10252-K1,19244,C10252
C10253-K1,18186,C10253
C10254-K1,16997,C10254
C10255-K1,18868,C10255
C10256-K1,17257,C10256
C10257-K1,13237,C10257
C10258-K1,18583,C10258
C10259-K1,22221,C10259
C10260-K1,21854,C10260
C10261-K1,13234,C10261
C10262-K1,11338,C10262
C10263-K1,12989,C10263
C10264-K1,20580,C10264
C10265-K1,21670,C10265
C10266-K1,20641,C10266
C10267-K1,16608,C10267
C10268-K1,15046,C10268
C10269-K1,15093,C10269
C10270-K1,12537,C10270
C10271-K1,19872,C10271
C10272-K1,14647,C10272
C10273-K1,22442,C10273
C10274-K1,12236,C10274
C10275-K1,17655,C10275
C10276-K1,20210,C10276
C10277-K1,16651,C10277
C10278-K1,15067,C10278
C10279-K1,13993,C10279
C10280-K1,13522,C10280
C10281-K1,11823,C10281
C10282-K1,10154,C10282
C10283-K1,11610,C10283
C10284-K1,17282,C10284
C10285-K1,10428,C10285
C10286-K1,23462,C10286
C10287-K1,10561,C10287
C10288-K1,21742,C10288
C10289-K1,11530,C10289
C10290-K1,20043,C10290
C10291-K1,18975,C10291
C10292-K1,13193,C10292
C10293-K1,19839,C10293
C10294-K1,12640,C10294
C10295-K1,17372,C10295
C10296-K1,19202,C10296
C10297-K1,18028,C10297
C10298-K1,23117,C10298
C10299-K1,21384,C10299
C10300-K1,19706,C10300
C10301-K1,20677,C10301
C10302-K1,18246,C10302
C10303-K1,10471,C10303
C10304-K1,20564,C10304
C10305-K1,14206,C10305
C10306-K1,15314,C10306
C10307-K1,10939,C10307
C10308-K1,22409,C10308
C10309-K1,11718,C10309
C10310-K1,16957,C10310
C10311-K1,19650,C10311
C10312-K1,15881,C10312
C10313-K1,18851,C10313
C10314-K1,11466,C10314
C10315-K1,10002,C10315
C10316-K1,23449,C10316
C10317-K1,13793,C10317
C10318-K1,22632,C10318
C10319-K1,15044,C10319
C10320-K1,13514,C10320
C10321-K1,19698,C10321
C10322-K1,14156,C10322
C10323-K1,19688,C10323
C10324-K1,23073,C10324
C10325-K1,15535,C10325
C10326-K1,19917,C10326
C10327-K1,17044,C10327
C10328-K1,10976,C10328
C10329-K1,13507,C10329
C10330-K1,17844,C10330
C10331-K1,22630,C10331
C10332-K1,15378,C10332
C10333-K1,19600,C10333
C10334-K1,15171,C10334
C10335-K1,13455,C10335
C10336-K1,10244,C10336
C10337-K1,15244,C10337
C10338-K1,16460,C10338
C10339-K1,14139,C10339
C10340-K1,18094,C10340
C10341-K1,16295,C10341
C10342-K1,17113,C10342
C10343-K1,18787,C10343
C10344-K2,15910,C10344
C10345-K1,23174,C10345
C10346-K1,17699,C10346
C10347-K1,20716,C10347
C10348-K1,11912,C10348
C10349-K1,16775,C10349
C10350-K1,18903,C10350
C10351-K1,14627,C10351
C10352-K1,13355,C10352
C10353-K1,21556,C10353
C10354-K1,13346,C10354
C10355-K1,16631,C10355
C10356-K1,11475,C10356
C10357-K1,11519,C10357
C10358-K1,19100,C10358
C10359-K1,15304,C10359
C10360-K1,19302,C10360
C10361-K1,10142,C10361
C10362-K1,18022,C10362
C10363-K1,20257,C10363
C10364-K1,15239,C10364
C10365-K1,13429,C10365
C10366-K1,20977,C10366
C10367-K1,14568,C10367
C10368-K1,19027,C10368
C10369-K1,12002,C10369
C10370-K1,14548,C10370
C10371-K1,13847,C10371
C10372-K1,11021,C10372
C10373-K1,10007,C10373
C10374-K1,19590,C10374
C10375-K1,17926,C10375
C10376-K1,13794,C10376
C10377-K1,13447,C10377
C10378-K1,21406,C10378
C10379-K1,11436,C10379
C10380-K1,19524,C10380
C10381-K1,13143,C10381
C10382-K1,13163,C10382
C10383-K2,11535,C10383
C10384-K1,15667,C10384
C10385-K1,16400,C10385
C10386-K1,23400,C10386
C10387-K1,23456,C10387
C10388-K1,16195,C10388
C10389-K1,12094,C10389
C10390-K1,13536,C10390
C10391-K1,11314,C10391
C10392-K1,14330,C10392
C10393-K1,15648,C10393
C10394-K1,20191,C10394
C10395-K1,21601,C10395
C10396-K1,22416,C10396
C10397-K1,11743,C10397
C10398-K1,20074,C10398
C10399-K1,22346,C10399
C10400-K1,17107,C10400
C10401-K1,23365,C10401
C10402-K1,14464,C10402
C10403-K1,21276,C10403
C10404-K1,15513,C10404
C10405-K1,11292,C10405
C10406-K1,11727,C10406
C10407-K1,16363,C10407
C10408-K1,13188,C10408
C10409-K1,15203,C10409
C10410-K1,11766,C10410
C10411-K1,13057,C10411
C10412-K1,11642,C10412
C10413-K1,22800,C10413
C10414-K1,22358,C10414
C10415-K1,17329,C10415
C10416-K1,17094,C10416
C10417-K1,11381,C10417
C10418-K1,20725,C10418
C10419-K1,15242,C10419
C10420-K1,18501,C10420
C10421-K1,11745,C10421
C10422-K2,19144,C10422
C10423-K1,18571,C10423
C10424-K1,22762,C10424
C10425-K1,13943,C10425
C10426-K1,21888,C10426
C10427-K1,11954,C10427
C10428-K1,23520,C10428
C10429-K1,21285,C10429
C10430-K1,10063,C10430
C10431-K1,16707,C10431
C10432-K1,20767,C10432
C10433-K1,18636,C10433
C10434-K1,17379,C10434
C10435-K1,10728,C10435
C10436-K1,22757,C10436
C10437-K1,18018,C10437
C10438-K1,15803,C10438
C10439-K1,11956,C10439
C10440-K1,16648,C10440
C10441-K1,21235,C10441
C10442-K1,19427,C10442
C10443-K1,10106,C10443
C10444-K1,10387,C10444
C10445-K1,19235,C10445
C10446-K1,22777,C10446
C10447-K1,17233,C10447
C10448-K1,12955,C10448
C10449-K1,10877,C10449
C10450-K1,11949,C10450
C10451-K1,11296,C10451
C10452-K1,20256,C10452
C10453-K1,11057,C10453
C10454-K1,12726,C10454
C10455-K1,10673,C10455
C10456-K1,11835,C10456
C10457-K1,11091,C10457
C10458-K1,12956,C10458
C10459-K1,19080,C10459
C10460-K1,20589,C10460
C10461-K1,21411,C10461
C10462-K1,20354,C10462
C10463-K1,20971,C10463
C10464-K1,11856,C10464
C10465-K1,19201,C10465
C10466-K1,18828,C10466
C10467-K1,12275,C10467
C10468-K1,16727,C10468
C10469-K1,13216,C10469
C10470-K1,17266,C10470
C10471-K1,11106,C10471
C10472-K1,17813,C10472
C10473-K1,11295,C10473
C10474-K1,22959,C10474
C10475-K1,20283,C10475
C10476-K1,13208,C10476
C10477-K1,16812,C10477
C10478-K1,23335,C10478
C10479-K1,18202,C10479
C10480-K1,11573,C10480
C10481-K1,10631,C10481
C10482-K1,21638,C10482
C10483-K1,16639,C10483
C10484-K1,17821,C10484
C10485-K1,12362,C10485
C10486-K1,14859,C10486
C10487-K1,15697,C10487
C10488-K1,14000,C10488
C10489-K1,19946,C10489
C10490-K1,12824,C10490
C10491-K1,16410,C10491
C10492-K1,18141,C10492
C10493-K1,15156,C10493
C10494-K1,21643,C10494
C10495-K1,10429,C10495
C10496-K1,20168,C10496
C10497-K1,21576,C10497
C10498-K1,15293,C10498
C10499-K1,20235,C10499
C10500-K1,20532,C10500
C10501-K1,21928,C10501
C10502-K1,20484,C10502
C10503-K1,14307,C10503
C10504-K1,15527,C10504
C10505-K1,22696,C10505
C10506-K1,15441,C10506
C10507-K2,16527,C10507
C10508-K1,18640,C10508
C10509-K1,19978,C10509
C10510-K1,19131,C10510
C10511-K1,16431,C10511
C10512-K1,17534,C10512
C10513-K1,21217,C10513
C10514-K1,18786,C10514
C10515-K1,19890,C10515
C10516-K1,17805,C10516
C10517-K1,18126,C10517
C10518-K1,11482,C10518
C10519-K1,20827,C10519
C10520-K1,15370,C10520
C10521-K1,15856,C10521
C10522-K1,11385,C10522
C10523-K1,22056,C10523
C10524-K1,15940,C10524
C10525-K1,20172,C10525
C10526-K1,22732,C10526
C10527-K1,10624,C10527
C10528-K1,12966,C10528
C10529-K1,11213,C10529
C10530-K1,21702,C10530
C10531-K1,10013,C10531
C10532-K1,18276,C10532
C10533-K1,17219,C10533
C10534-K1,11036,C10534
C10535-K1,20221,C10535
C10536-K1,22070,C10536
C10537-K1,13503,C10537
C10538-K1,11850,C10538
C10539-K1,10292,C10539
C10540-K1,20045,C10540
C10541-K1,13358,C10541
C10542-K1,12118,C10542
C10543-K1,11774,C10543
C10544-K1,13926,C10544
C10545-K1,11461,C10545
C10546-K1,19970,C10546
C10547-K1,23440,C10547
C10548-K1,15312,C10548
C10549-K1,20527,C10549
C10550-K1,18854,C10550
C10551-K1,14446,C10551
C10552-K1,16023,C10552
C10553-K1,12425,C10553
C10554-K1,18157,C10554
C10555-K1,15990,C10555
C10556-K1,12354,C10556
C10557-K1,17890,C10557
C10558-K1,20245,C10558
C10559-K1,20031,C10559
C10560-K1,21018,C10560
C10561-K1,16480,C10561
C10562-K1,12780,C10562
C10563-K1,12615,C10563
C10564-K1,19304,C10564
C10565-K1,14455,C10565
C10566-K1,19915,C10566
C10567-K1,14084,C10567
C10568-K1,17691,C10568
C10569-K1,12246,C10569
C10570-K1,18294,C10570
C10571-K1,23173,C10571
C10572-K1,10412,C10572
C10573-K1,13639,C10573
C10574-K1,10370,C10574
C10575-K1,16878,C10575
C10576-K1,12731,C10576
C10577-K1,21629,C10577
C10578-K1,14394,C10578
C10579-K1,13969,C10579
C10580-K1,20215,C10580
C10581-K1,23274,C10581
C10582-K1,14693,C10582
C10583-K1,17308,C10583
C10584-K1,19262,C10584
C10585-K2,12228,C10585
C10586-K1,13227,C10586
C10587-K1,17995,C10587
C10588-K1,19132,C10588
C10589-K1,23120,C10589
C10590-K1,12984,C10590
C10591-K1,18627,C10591
C10592-K1,12749,C10592
C10593-K1,11567,C10593
C10594-K1,21444,C10594
C10595-K1,13161,C10595
C10596-K1,19967,C10596
C10597-K1,13552,C10597
C10598-K1,22377,C10598
C10599-K1,14926,C10599
C10600-K1,12489,C10600
C10601-K1,11424,C10601
C10602-K1,20738,C10602
C10603-K1,18387,C10603
C10604-K1,23144,C10604
C10605-K1,23266,C10605
C10606-K1,20781,C10606
C10607-K1,11025,C10607
C10608-K1,15137,C10608
C10609-K1,21265,C10609
C10610-K1,11741,C10610
C10611-K1,16838,C10611
C10612-K1,20067,C10612
C10613-K1,16771,C10613
C10614-K1,12584,C10614
C10615-K1,20602,C10615
C10616-K1,21387,C10616
C10617-K1,17710,C10617
C10618-K1,17873,C10618
C10619-K1,20030,C10619
C10620-K1,12554,C10620
C10621-K1,21059,C10621
C10622-K1,12519,C10622
C10623-K1,13922,C10623
C10624-K1,13703,C10624
C10625-K1,12139,C10625
C10626-K1,11247,C10626
C10627-K1,14239,C10627
C10628-K1,17307,C10628
C10629-K1,12631,C10629
C10630-K1,15907,C10630
C10631-K1,10239,C10631
C10632-K1,19830,C10632
C10633-K1,10329,C10633
C10634-K1,11439,C10634
C10635-K1,18264,C10635
C10636-K1,17144,C10636
C10637-K1,17458,C10637
C10638-K1,22718,C10638
C10639-K1,17179,C10639
C10640-K1,23062,C10640
C10641-K1,15734,C10641
C10642-K1,18710,C10642
C10643-K1,17570,C10643
C10644-K1,12070,C10644
C10645-K1,16920,C10645
C10646-K1,22812,C10646
C10647-K1,21031,C10647
C10648-K1,12309,C10648
C10649-K1,12079,C10649
C10650-K1,22919,C10650
C10651-K1,12679,C10651
C10652-K1,18125,C10652
C10653-K1,21443,C10653
C10654-K1,16440,C10654
C10655-K1,11663,C10655
C10656-K1,20080,C10656
C10657-K1,21848,C10657
C10658-K1,10434,C10658
C10659-K1,18531,C10659
C10660-K1,17349,C10660
C10661-K1,10519,C10661
C10662-K1,18510,C10662
C10663-K1,16226,C10663
C10664-K1,20244,C10664
C10665-K1,20846,C10665
C10666-K1,12017,C10666
C10667-K1,11679,C10667
C10668-K1,19738,C10668
C10669-K1,22691,C10669
C10670-K1,18156,C10670
C10671-K1,22536,C10671
C10672-K1,12632,C10672
C10673-K1,21337,C10673
C10674-K1,13167,C10674
C10675-K1,18036,C10675
C10676-K1,12929,C10676
C10677-K1,13183,C10677
C10678-K1,17816,C10678
C10679-K1,12570,C10679
C10680-K1,17855,C10680
C10681-K1,18599,C10681
C10682-K1,15472,C10682
C10683-K1,18321,C10683
C10684-K1,18491,C10684
C10685-K1,20732,C10685
C10686-K1,23360,C10686
C10687-K1,12156,C10687
C10688-K1,17306,C10688
C10689-K1,13301,C10689
C10690-K1,17202,C10690
C10691-K1,16600,C10691
C10692-K1,18933,C10692
C10693-K1,14038,C10693
C10694-K1,11492,C10694
C10695-K1,19568,C10695
C10696-K1,10164,C10696
C10697-K1,20002,C10697
C10698-K1,12442,C10698
C10699-K1,22857,C10699
C10700-K1,12158,C10700
C10701-K1,18612,C10701
C10702-K1,14351,C10702
C10703-K1,13987,C10703
C10704-K1,23099,C10704
C10705-K1,13684,C10705
C10706-K1,16844,C10706
C10707-K1,10591,C10707
C10708-K1,19850,C10708
C10709-K1,17093,C10709
C10710-K1,13685,C10710
C10711-K1,16207,C10711
C10712-K1,21963,C10712
C10713-K1,10403,C10713
C10714-K1,12649,C10714
C10715-K2,17583,C10715
C10716-K1,20925,C10716
C10717-K1,22436,C10717
C10718-K1,21419,C10718
C10719-K1,18433,C10719
C10720-K1,12967,C10720
C10721-K1,21442,C10721
C10722-K1,13325,C10722
C10723-K1,22248,C10723
C10724-K1,20362,C10724
C10725-K1,11138,C10725
C10726-K1,21159,C10726
C10727-K1,13268,C10727
C10728-K1,10661,C10728
C10729-K1,11909,C10729
C10730-K1,12815,C10730
C10731-K1,13562,C10731
C10732-K1,17193,C10732
C10733-K1,18671,C10733
C10734-K1,10632,C10734
C10735-K1,20788,C10735
C10736-K1,10223,C10736
C10737-K1,18271,C10737
C10738-K1,19604,C10738
C10739-K1,16103,C10739
C10740-K1,23050,C10740
C10741-K1,15030,C10741
C10742-K1,14735,C10742
C10743-K1,16836,C10743
C10744-K1,21905,C10744
C10745-K1,11841,C10745
C10746-K1,21524,C10746
C10747-K1,20160,C10747
C10748-K1,12613,C10748
C10749-K1,15401,C10749
C10750-K1,23301,C10750
C10751-K1,20663,C10751
C10752-K1,22251,C10752
C10753-K1,15784,C10753
C10754-K1,13916,C10754
C10755-K1,14761,C10755
C10756-K1,11955,C10756
C10757-K2,11646,C10757
C10758-K1,17206,C10758
C10759-K1,13576,C10759
C10760-K2,12153,C10760
C10761-K1,11921,C10761
C10762-K1,20815,C10762
C10763-K1,22716,C10763
C10764-K1,19393,C10764
C10765-K1,21994,C10765
C10766-K1,10251,C10766
C10767-K1,23306,C10767
C10768-K1,22196,C10768
C10769-K1,17007,C10769
C10770-K1,15905,C10770
C10771-K1,11454,C10771
C10772-K1,17433,C10772
C10773-K1,12561,C10773
C10774-K1,11302,C10774
C10775-K1,22860,C10775
C10776-K1,12469,C10776
C10777-K1,17956,C10777
C10778-K1,17715,C10778
C10779-K1,11388,C10779
C10780-K1,14181,C10780
C10781-K1,12423,C10781
C10782-K1,16395,C10782
C10783-K1,11059,C10783
C10784-K1,10328,C10784
C10785-K1,14877,C10785
C10786-K1,18884,C10786
C10787-K1,15092,C10787
C10788-K1,18922,C10788
C10789-K1,19074,C10789
C10790-K1,20537,C10790
C10791-K1,14850,C10791
C10792-K1,19582,C10792
C10793-K1,10194,C10793
C10794-K1,22679,C10794
C10795-K1,20209,C10795
C10796-K1,11115,C10796
C10797-K1,20062,C10797
C10798-K1,12183,C10798
C10799-K1,10973,C10799
